CNTYNAME,PSTL_CODE,YEAR,DATE_COL,ELEVATION,UID,SITE_ID,UNIQUE_ID,LAT_DD83,LON_DD83
Roger Mills,OK,2018,6/20/2018,663.935,2014737,NRS18_OK_10062,NRS_OK-10090,35.54538886,-99.72270533
Craig,OK,2018,6/25/2018,240.81,2012488,NRS18_OK_10431,NRS_OK-10206,36.90216839,-95.16425506
Bryan,OK,2018,7/2/2018,140.37,2012489,NRS18_OK_10025,NRS_OK-10180,33.92944924,-96.0702418
Green,WI,2018,7/2/2018,241.03,2012490,NRS18_WI_10091,NRS_WI-10211,42.5368677,-89.39556013
Marinette,WI,2018,7/12/2018,254.75,2012491,NRS18_WI_10006,NRS_WI-10087,45.49625722,-87.98249295
Lincoln,OK,2018,7/16/2018,266.11,2012492,NRS18_OK_10001,NRS_OK-10053,35.7493094,-97.13433463
Grant,OK,2018,7/16/2018,316.95,2012493,NRS18_OK_11085,NRS_OK-10220,36.71441566,-97.79295371
Clark,WI,2018,7/16/2018,339.84,2012494,NRS18_WI_10053,NRS_WI-10201,44.55819594,-90.32250897
Logan,OK,2018,7/17/2018,286.49,2012495,NRS18_OK_10053,NRS_OK-10196,35.88536261,-97.61348318
Roger Mills,OK,2018,7/17/2018,582.48,2012496,NRS18_OK_10050,NRS_OK-10047,35.92581867,-99.51524603
Eau Claire,WI,2018,7/17/2018,287.44,2012497,NRS18_WI_10036,NRS_WI-10184,44.68915569,-91.36509269
Pierce,WI,2018,7/18/2018,288.12,2012498,NRS18_WI_10038,NRS_WI-10186,44.7900719,-92.52999391
Dunn,WI,2018,7/19/2018,259.135,2012499,NRS18_WI_10019,NRS_WI-10158,44.81843538,-91.87926357
Watauga,NC,2018,7/19/2018,794.2,2012500,NRS18_NC_10014,NRS_NC-10122,36.27389536,-81.87095586
Le Flore,OK,2018,7/23/2018,129.95,2012501,NRS18_OK_10023,NRS_OK-10107,35.1481488,-94.70189843
Choctaw,OK,2018,7/24/2018,120.15,2012502,NRS18_OK_10029,NRS_OK-10064,33.91221633,-95.54936002
Osage,OK,2018,8/28/2018,266.59,2012503,NRS18_OK_10018,NRS_OK-10155,36.76012251,-96.2895561
McCurtain,OK,2018,9/4/2018,113.33,2012504,NRS18_OK_10022,NRS_OK-10102,34.06699129,-94.90528581
New Castle,DE,2018,9/5/2018,1.2,2012505,NRS18_DE_10002,NRS_DE-10009,39.70012709,-75.63338589
Creek,OK,2018,9/10/2018,234.91,2012506,NRS18_OK_10003,NRS_OK-10091,35.96545316,-96.36807127
McCurtain,OK,2018,9/11/2018,206.06,2012507,NRS18_OK_10830,NRS_OK-10212,34.45096028,-94.68104222
Pushmataha,OK,2018,9/12/2018,178.28,2012508,NRS18_OK_10034,NRS_OK-10056,34.63573085,-95.1215903
New Castle,DE,2018,9/19/2018,1.2,2012509,NRS18_DE_10002,NRS_DE-10009,39.70012709,-75.63338589
Washita,OK,2019,6/3/2019,451.24,2012510,NRS18_OK_11422,NRS_OK-10226,35.3731575,-98.67906497
Rogers,OK,2019,9/17/2019,163.99,2012511,NRS18_OK_10340,NRS_OK-10205,36.27028594,-95.72555906
Hodgeman,KS,2018,5/7/2018,732.32,2012512,NRS18_KS_10098,NRS_KS-10247,38.15745139,-100.1897315
Cheyenne,KS,2018,5/14/2018,958.68,2012513,NRS18_KS_10086,NRS_KS-10235,39.89576845,-101.7077863
Montgomery,OH,2018,5/29/2018,245.925,2012514,NRS18_OH_10050,NRS_OH-10083,39.90838524,-84.29816434
Dickinson,KS,2018,5/29/2018,388.68,2012515,NRS18_KS_10103,NRS_KS-10252,38.65767114,-97.17331128
Hamilton,OH,2018,5/30/2018,237.84,2012516,NRS18_OH_10023,NRS_OH-10097,39.2169141,-84.61572904
Mason,KY,2018,5/31/2018,206.64,2012517,NRS18_KY_10006,NRS_KY-10059,38.60544808,-83.95593345
Harris,TX,2018,6/4/2018,26.06,2012518,NRS18_TX_10016,NRS_TX-10091,29.91046544,-95.49178127
Defiance,OH,2018,6/4/2018,222.915,2012519,NRS18_OH_10014,NRS_OH-10087,41.39326507,-84.29579378
Kingman,KS,2018,6/4/2018,483.8,2012520,NRS18_KS_10100,NRS_KS-10249,37.64636548,-98.19185293
Genesee,MI,2018,6/5/2018,234.57,2012521,NRS18_MI_10033,NRS_MI-10132,42.94417911,-83.85332199
Tioga,PA,2018,6/5/2018,431.23,2012522,NRS18_PA_10004,NRS_PA-10053,41.60763429,-77.50377625
Ford,IL,2018,6/5/2018,237.44,2012523,NRS18_IL_10363,NRS_IL-10139,40.45352087,-88.44482322
Polk,GA,2018,6/5/2018,369.25,2012524,NRS18_GA_10003,NRS_GA-10058,33.92673274,-85.05046408
Lucas,OH,2018,6/5/2018,194.62,2012525,NRS18_OH_10029,NRS_OH-10103,41.5401303,-83.83336808
Butler,KS,2018,6/5/2018,395.15,2012526,NRS18_KS_10043,NRS_KS-10224,37.85601511,-97.14034423
Nicholas,WV,2018,6/5/2018,243.61,2012527,NRS18_WV_10010,NRS_WV-10053,38.26276189,-81.22257444
Lincoln,OK,2018,6/4/2018,266.11,2012528,NRS18_OK_10001,NRS_OK-10053,35.7493094,-97.13433463
Windsor,VT,2018,6/4/2018,154.8,2012529,NRS18_VT_10034,NRS_VT-10148,43.29959964,-72.49427176
Creek,OK,2018,6/5/2018,227.29,2012530,NRS18_OK_10002,NRS_OK-10065,35.71768787,-96.37697906
Windham,VT,2018,6/5/2018,398.77,2012531,NRS18_VT_10011,NRS_VT-10138,42.87681254,-72.69005327
Lincoln,OK,2018,6/5/2018,243.125,2012532,NRS18_OK_10045,NRS_OK-10109,35.92512642,-96.71988346
San Diego,CA,2018,6/5/2018,737.2,2012533,NRS18_CA_10048,NRS_CA-11197,33.26659717,-116.8176623
Dane,WI,2018,6/5/2018,262.88,2012534,NRS18_WI_10030,NRS_WI-10178,42.92328943,-89.1037515
Jones,SD,2018,6/5/2018,508.04,2012535,NRS18_SD_10038,NRS_SD-10452,44.13536239,-100.8337449
Colorado,TX,2018,6/5/2018,50.18,2012536,NRS18_TX_10055,NRS_TX-10305,29.73362194,-96.66281509
Ingham,MI,2018,6/6/2018,249.32,2012537,NRS18_MI_10056,NRS_MI-10155,42.74129081,-84.54961724
Bradford,PA,2018,6/6/2018,327.42,2012538,NRS18_PA_10021,NRS_PA-10080,41.65584031,-76.78470344
Ventura,CA,2018,6/6/2018,85.42,2012539,NRS18_CA_10011,NRS_CA-10784,34.35671322,-119.0198808
Cobb,GA,2018,6/6/2018,272.925,2012540,NRS18_GA_10001,NRS_GA-10050,34.06954655,-84.53634847
Nicholas,WV,2018,6/6/2018,548.45,2012541,NRS18_WV_10031,NRS_WV-10078,38.27591788,-80.83754816
Hamilton,TN,2018,6/6/2018,194.19,2012542,NRS18_TN_10006,NRS_TN-10059,35.10401031,-85.36090452
Paulding,OH,2018,6/6/2018,209.46,2012543,NRS18_OH_10033,NRS_OH-10107,41.1350848,-84.43127542
Champaign,IL,2018,6/6/2018,199.785,2012544,NRS18_IL_10054,NRS_IL-10081,40.16229665,-88.02743645
Union,LA,2018,6/6/2018,19.34,2012545,NRS18_LA_10002,NRS_LA-10079,32.97480167,-92.07643948
Hamilton,TN,2018,6/6/2018,193.16,2012546,NRS18_TN_10026,NRS_TN-10145,35.09888425,-85.35359135
Cattaraugus,NY,2018,6/6/2018,464.435,2012547,NRS18_NY_10010,NRS_NY-10081,42.23492503,-78.77276172
Wyoming,WV,2018,6/7/2018,485.91,2012548,NRS18_WV_10015,NRS_WV-10071,37.74096976,-81.57619751
Paulding,OH,2018,6/7/2018,208.1,2012549,NRS18_OH_10012,NRS_OH-10075,41.23379761,-84.5905211
Christian,IL,2018,6/7/2018,180.4,2012550,NRS18_IL_10003,NRS_IL-10046,39.54832533,-89.43360244
Madison,LA,2018,6/6/2018,20.13,2012551,NRS18_LA_10010,NRS_LA-10192,32.2700996,-90.96073809
Monroe,TN,2018,6/7/2018,254.96,2012552,NRS18_TN_10001,NRS_TN-10054,35.39696394,-84.27655927
Christian,IL,2018,6/8/2018,200.915,2012553,NRS18_IL_10001,NRS_IL-10036,39.410459,-89.13140441
Caddo,LA,2018,6/8/2018,45.5,2012554,NRS18_LA_10021,NRS_LA-10207,32.61632059,-93.83192406
Pointe Coupee,LA,2018,6/10/2018,5.01,2012555,NRS18_LA_10013,NRS_LA-10191,30.57775319,-91.52159023
Saginaw,MI,2018,6/11/2018,182.5,2012556,NRS18_MI_10381,NRS_MI-10165,43.29709201,-83.854919
Stanislaus,CA,2018,6/11/2018,9.02,2012557,NRS18_CA_10035,NRS_CA-10934,37.55587666,-121.1504748
Carter,TN,2018,6/11/2018,506.475,2012558,NRS18_TN_10009,NRS_TN-10105,36.26537716,-82.31630717
Lafourche,LA,2018,6/10/2018,0.3,2012559,NRS18_LA_10001,NRS_LA-10091,29.89733465,-90.68333669
Comanche,KS,2018,6/11/2018,550.77,2012560,NRS18_KS_10126,NRS_KS-10275,37.08725381,-99.25331095
Massac,IL,2018,6/11/2018,95.495,2012561,NRS18_IL_10013,NRS_IL-10077,37.16191017,-88.71408115
Roger Mills,OK,2018,6/11/2018,582.48,2012562,NRS18_OK_10050,NRS_OK-10047,35.92581867,-99.51524603
Alexander,IL,2018,6/10/2018,93.41,2012563,NRS18_IL_10030,NRS_IL-10124,37.06952371,-89.17324304
East Feliciana,LA,2018,6/11/2018,34.94,2012564,NRS18_LA_10012,NRS_LA-10200,30.79480103,-91.20538568
Lander,NV,2018,6/11/2018,1870.095,2012565,NRS18_NV_10012,NRS_NV-10398,39.19519461,-117.3464915
Oneida,NY,2018,6/12/2018,159.16,2012566,NRS18_NY_10025,NRS_NY-10125,43.12555793,-75.5838354
Bexar,TX,2018,6/12/2018,135.6,2012567,NRS18_TX_10009,NRS_TX-10109,29.23892733,-98.45168436
Grant,ND,2018,6/12/2018,628.315,2012568,NRS18_ND_10015,NRS_ND-10345,46.24854683,-101.5314637
Saginaw,MI,2018,6/12/2018,179.485,2012569,NRS18_MI_10010,NRS_MI-10054,43.31096676,-83.96788191
San Joaquin,CA,2018,6/12/2018,12.94,2012570,NRS18_CA_10032,NRS_CA-10953,38.15220247,-121.2840803
Pendleton,WV,2018,6/12/2018,532.71,2012571,NRS18_WV_10012,NRS_WV-10068,38.63828077,-79.19020318
Ashtabula,OH,2018,6/12/2018,228.96,2012572,NRS18_OH_10030,NRS_OH-10104,41.74291863,-80.86951805
St. Mary,LA,2018,6/12/2018,0.65,2012573,NRS18_LA_10014,NRS_LA-10195,29.67974853,-91.28559159
Beltrami,MN,2018,6/12/2018,363.69,2012574,NRS18_MN_RF001,NRS_MN-10232,47.87549,-94.8999
Dewey,OK,2018,6/12/2018,468.71,2012575,NRS18_OK_10051,NRS_OK-10066,35.81454552,-98.70209368
Kane,UT,2018,6/12/2018,1717.57,2012576,NRS18_UT_10003,NRS_UT-10260,37.5101738,-112.0337049
St. Mary,LA,2018,6/12/2018,0.1,2012577,NRS18_LA_10022,NRS_LA-10208,29.92997683,-91.46407665
Harrison,OH,2018,6/12/2018,295.17,2012578,NRS18_OH_10005,NRS_OH-10048,40.37314874,-81.21326468
Calaveras,CA,2018,6/12/2018,219.175,2012579,NRS18_CA_10031,NRS_CA-10949,38.18245145,-120.701042
Medina,TX,2018,6/13/2018,231.26,2012580,NRS18_TX_10081,NRS_TX-10331,29.20154327,-98.91300267
Orange,VT,2018,6/13/2018,281.29,2012581,NRS18_VT_10006,NRS_VT-10119,43.91461652,-72.45774359
San Joaquin,CA,2018,6/13/2018,5.45,2012582,NRS18_CA_10033,NRS_CA-10931,37.90975908,-121.3253004
Haakon,SD,2018,6/12/2018,632.89,2012583,NRS18_SD_10022,NRS_SD-10410,44.03291284,-101.5472192
Cass,NE,2018,6/13/2018,328.4,2012584,NRS18_NE_10035,NRS_NE-10164,41.00049084,-96.40578925
Sanilac,MI,2018,6/13/2018,242.35,2012585,NRS18_MI_10081,NRS_MI-10158,43.18335607,-82.90068569
Washington,UT,2018,6/13/2018,789.075,2012586,NRS18_UT_10005,NRS_UT-10268,37.07694124,-113.5970206
Washoe,NV,2018,6/13/2018,2531.64,2012587,NRS18_NV_10016,NRS_NV-10465,39.29419196,-119.9310072
Sevier,TN,2018,6/13/2018,333.815,2012588,NRS18_TN_10004,NRS_TN-10066,35.82909968,-83.48464238
Cocke,TN,2018,6/12/2018,346.16,2012589,NRS18_TN_10024,NRS_TN-10143,35.91513344,-82.99069143
Pendleton,WV,2018,6/13/2018,854.03,2012590,NRS18_WV_10016,NRS_WV-10072,38.58067484,-79.51500414
Juneau,WI,2018,6/13/2018,291.355,2012591,NRS18_WI_10001,NRS_WI-10056,44.21899761,-90.21632293
Ascension,LA,2018,6/13/2018,3.58,2012592,NRS18_LA_10016,NRS_LA-10193,30.12132299,-90.91754477
Columbiana,OH,2018,6/13/2018,309.19,2012593,NRS18_OH_10001,NRS_OH-10034,40.70662879,-80.79917275
Kendall,IL,2018,6/13/2018,195.48,2012594,NRS18_IL_10366,NRS_IL-10142,41.69302297,-88.45975941
Windsor,VT,2018,6/12/2018,145.57,2012595,NRS18_VT_10335,NRS_VT-10151,43.82072087,-72.54251143
Seneca,NY,2018,6/13/2018,133.525,2012596,NRS18_NY_10009,NRS_NY-10079,43.01566857,-76.85464203
Calaveras,CA,2018,6/13/2018,1650.97,2012597,NRS18_CA_10088,NRS_CA-11206,38.34235839,-120.2595173
Gage,NE,2018,6/14/2018,385.53,2012598,NRS18_NE_10044,NRS_NE-10173,40.37064411,-96.88977412
Emmons,ND,2018,6/14/2018,523.685,2012599,NRS18_ND_10010,NRS_ND-10341,46.27863457,-100.2428553
San Joaquin,CA,2018,6/14/2018,5.38,2012600,NRS18_CA_10054,NRS_CA-11203,37.95233572,-121.339221
St. Clair,MI,2018,6/14/2018,176.35,2012601,NRS18_MI_10015,NRS_MI-10114,42.63642766,-82.58948436
Hamilton,TN,2018,6/14/2018,194.19,2012602,NRS18_TN_10010,NRS_TN-10111,35.06895377,-85.33959599
Gilmer,WV,2018,6/14/2018,281.42,2012603,NRS18_WV_10003,NRS_WV-10036,38.80393699,-80.89188502
Douglas,NV,2018,6/14/2018,1415.43,2012604,NRS18_NV_10002,NRS_NV-10306,39.08215882,-119.7573087
Kane,UT,2018,6/14/2018,2558.18,2012605,NRS18_UT_10012,NRS_UT-10355,37.4304179,-112.3516252
Adams,WI,2018,6/14/2018,273.02,2012606,NRS18_WI_10020,NRS_WI-10121,43.92827315,-89.90294537
Athens,OH,2018,6/11/2018,216.565,2012607,NRS18_OH_10011,NRS_OH-10068,39.33002385,-82.26816993
Ashtabula,OH,2018,6/14/2018,213.455,2012608,NRS18_OH_10006,NRS_OH-10049,41.79621358,-80.9177645
Warren,PA,2018,6/14/2018,356.165,2012609,NRS18_PA_10028,NRS_PA-10089,41.83369883,-79.17311249
Calcasieu,LA,2018,6/14/2018,10.68,2012610,NRS18_LA_10020,NRS_LA-10206,30.39397685,-93.6423649
St. Tammany,LA,2018,6/14/2018,14.61,2012611,NRS18_LA_10018,NRS_LA-10204,30.62030803,-89.85630536
St. Landry,LA,2018,6/17/2018,5.23,2012612,NRS18_LA_10005,NRS_LA-10133,30.60083049,-91.87677286
St. Mary,LA,2018,6/17/2018,0.87,2012613,NRS18_LA_10015,NRS_LA-10196,29.7636146,-91.44423666
LaSalle,IL,2018,6/27/2018,168.88,2012624,NRS18_IL_10041,NRS_IL-10135,41.14779952,-88.8611122
Vermilion,LA,2018,6/18/2018,0.595,2012625,NRS18_LA_10003,NRS_LA-10124,29.90427143,-92.11600351
Waukesha,WI,2018,6/18/2018,252.95,2012626,NRS18_WI_10039,NRS_WI-10187,43.00195099,-88.15254292
Yolo,CA,2018,6/18/2018,3.08,2012627,NRS18_CA_10036,NRS_CA-10935,38.435007,-121.5249089
Clark,NV,2018,6/19/2018,439.55,2012628,NRS18_NV_10008,NRS_NV-10390,36.73990872,-114.2059875
Yakima,WA,2018,6/18/2018,836.66,2012631,NRS18_WA_10043,NRS_WA-10356,46.79931481,-121.0911192
Custer,OK,2018,6/18/2018,471.71,2012633,NRS18_OK_10056,NRS_OK-10054,35.5300005,-99.13021371
Jefferson,KS,2018,6/19/2018,259.61,2012634,NRS18_KS_RF001,NRS_KS-10324,39.08456,-95.28932
San Joaquin,CA,2018,6/19/2018,0.0,2012635,NRS18_CA_10052,NRS_CA-11201,38.20358832,-121.4779461
Concordia,LA,2018,6/18/2018,11.95,2012636,NRS18_LA_10481,NRS_LA-10210,31.49177978,-91.51728864
Greer,OK,2018,6/18/2018,517.47,2012637,NRS18_OK_11082,NRS_OK-10217,35.00553476,-99.86688863
Kittitas,WA,2018,6/17/2018,509.51,2012638,NRS18_WA_10211,NRS_WA-10451,47.02809035,-120.6529174
Sierra,CA,2018,6/18/2018,1286.575,2012639,NRS18_CA_10009,NRS_CA-10858,39.59862885,-120.9971606
McPherson,KS,2018,6/18/2018,450.38,2012640,NRS18_KS_10123,NRS_KS-10272,38.24345282,-97.43661106
Concordia,LA,2018,6/19/2018,12.015,2012641,NRS18_LA_10007,NRS_LA-10085,31.55118944,-91.80544935
Gilliam,OR,2018,6/19/2018,141.42,2012642,NRS18_OR_10042,NRS_OR-10629,45.50821603,-120.3600376
Carbon,UT,2018,6/18/2018,2254.695,2012643,NRS18_UT_10004,NRS_UT-10262,39.78830405,-111.1081376
Chattahoochee,GA,2018,6/19/2018,73.11,2012645,NRS18_GA_10011,NRS_GA-10113,32.4033691,-84.84835929
Washita,OK,2018,6/19/2018,491.05,2012646,NRS18_OK_10058,NRS_OK-10199,35.14258136,-99.26381597
Trimble,KY,2018,6/19/2018,137.045,2012647,NRS18_KY_10001,NRS_KY-10037,38.62014264,-85.41853707
Wayne,MI,2018,6/19/2018,174.79,2012648,NRS18_MI_10682,NRS_MI-10169,42.25386254,-83.11887269
Custer,OK,2018,6/19/2018,461.24,2012649,NRS18_OK_11329,NRS_OK-10221,35.5431044,-99.02002774
Harding,SD,2018,6/19/2018,942.57,2012650,NRS18_SD_10039,NRS_SD-10453,45.59687892,-103.9274727
Kent,DE,2018,6/19/2018,13.415,2012651,NRS18_DE_10003,NRS_DE-10016,39.20764401,-75.74852691
Yakima,WA,2018,6/19/2018,223.5,2012652,NRS18_WA_10021,NRS_WA-10397,46.3105729,-120.3531807
Morris,NJ,2018,6/20/2018,222.17,2012653,NRS18_NJ_10183,NRS_NJ-10072,40.8751201,-74.59050843
Genesee,MI,2018,6/20/2018,216.1,2012654,NRS18_MI_10048,NRS_MI-10147,43.02970944,-83.67384574
Sierra,CA,2018,6/19/2018,1605.45,2012655,NRS18_CA_10066,NRS_CA-11076,39.66106475,-120.8893134
Windham,VT,2018,6/19/2018,65.86,2012656,NRS18_VT_10002,NRS_VT-10098,42.79337093,-72.52476969
Solano,CA,2018,6/20/2018,0.0,2012657,NRS18_CA_10322,NRS_CA-11311,38.26340292,-121.647551
Carbon,UT,2018,6/20/2018,1677.39,2012658,NRS18_UT_10009,NRS_UT-10326,39.78573173,-110.1786367
Meade,KY,2018,6/20/2018,115.82,2012659,NRS18_KY_10008,NRS_KY-10031,37.98149999,-86.03398954
Anderson,SC,2018,6/20/2018,235.18,2012660,NRS18_SC_10011,NRS_SC-10055,34.70968735,-82.46105293
Spartanburg,SC,2018,6/19/2018,228.17,2012661,NRS18_SC_10007,NRS_SC-10050,34.96663546,-82.10084104
Okanogan,WA,2018,6/20/2018,276.73,2012662,NRS18_WA_10811,NRS_WA-10468,48.85865044,-119.4147726
Skamania,WA,2018,6/20/2018,1076.865,2012663,NRS18_WA_10001,NRS_WA-10319,46.13171454,-121.5872985
Windham,VT,2018,6/20/2018,267.2,2012664,NRS18_VT_10016,NRS_VT-10143,43.17350471,-72.60710706
Perkins,SD,2018,6/20/2018,747.25,2012665,NRS18_SD_10037,NRS_SD-10451,45.87823315,-102.6351794
Hillsborough,NH,2018,6/20/2018,206.09,2012666,NRS18_NH_10010,NRS_NH-10109,42.95268632,-71.94205599
Clinton,MO,2018,6/21/2018,266.47,2012668,NRS18_MO_RF001,NRS_MO-10169,39.65361,-94.22583
Durham,NC,2018,6/20/2018,82.58,2012669,NRS18_NC_10020,NRS_NC-10147,35.98210036,-78.80607938
Dundy,NE,2018,6/21/2018,959.84,2012672,NRS18_NE_10015,NRS_NE-10136,40.05923702,-101.7529555
Wheeler,OR,2018,6/20/2018,451.835,2012673,NRS18_OR_10026,NRS_OR-10564,44.73943973,-120.3282472
Emmons,ND,2018,6/21/2018,567.35,2012674,NRS18_ND_10030,NRS_ND-10430,46.26385696,-99.89577992
San Joaquin,CA,2018,6/21/2018,0.0,2012675,NRS18_CA_10029,NRS_CA-10946,38.12112691,-121.5295529
Kittitas,WA,2018,6/17/2018,572.57,2012676,NRS18_WA_10014,NRS_WA-10388,47.18230382,-120.9080718
Okanogan,WA,2018,6/21/2018,353.995,2012677,NRS18_WA_10002,NRS_WA-10325,48.95608157,-119.6933175
York,SC,2018,6/21/2018,143.135,2012678,NRS18_SC_10008,NRS_SC-10053,34.93019355,-80.86839803
Pierce,WA,2018,6/21/2018,441.255,2012679,NRS18_WA_10013,NRS_WA-10381,46.85520352,-122.1764777
Vermilion,LA,2018,6/19/2018,0.34,2012680,NRS18_LA_10181,NRS_LA-10209,30.0508823,-92.43202412
Sabine,LA,2018,6/21/2018,68.25,2012681,NRS18_LA_10011,NRS_LA-10199,31.77988161,-93.58421432
Benton,WA,2018,6/18/2018,149.81,2012682,NRS18_WA_10012,NRS_WA-10342,46.27116999,-119.5704723
Sabine,LA,2018,6/22/2018,63.6,2012683,NRS18_LA_10019,NRS_LA-10205,31.56212128,-93.50122363
Heard,GA,2018,6/20/2018,293.28,2012684,NRS18_GA_10024,NRS_GA-10154,33.33285355,-85.21892406
White Pine,NV,2018,6/21/2018,1875.845,2012685,NRS18_NV_10003,NRS_NV-10295,39.21428857,-114.5413427
Skagit,WA,2018,6/22/2018,27.49,2012686,NRS18_WA_10022,NRS_WA-10398,48.51598564,-121.9798106
Roberts,TX,2018,6/21/2018,758.715,2012687,NRS18_TX_10012,NRS_TX-10099,35.97240769,-100.8243877
Potter,TX,2018,6/19/2018,987.2,2012688,NRS18_TX_10029,NRS_TX-10235,35.39090625,-101.8317588
Gray,TX,2018,6/20/2018,834.725,2012689,NRS18_TX_10030,NRS_TX-10239,35.27404904,-100.7661708
Vernon,LA,2018,6/21/2018,84.505,2012690,NRS18_LA_10004,NRS_LA-10126,31.3639856,-93.19880574
Grant,LA,2018,6/20/2018,28.64,2012691,NRS18_LA_10006,NRS_LA-10081,31.62650101,-92.90920881
Litchfield,CT,2018,6/18/2018,129.95,2012692,NRS18_CT_10031,NRS_CT-10120,41.5886836,-73.35208798
Lafourche,LA,2018,6/24/2018,0.3,2012693,NRS18_LA_10001,NRS_LA-10091,29.89733465,-90.68333669
Knox,TX,2018,6/24/2018,411.28,2012694,NRS18_TX_10886,NRS_TX-10369,33.64375385,-99.80662537
Whatcom,WA,2018,6/24/2018,335.335,2012697,NRS18_WA_10007,NRS_WA-10341,48.68135951,-121.7200308
Whiteside,IL,2018,6/24/2018,189.1,2012698,NRS18_IL_10017,NRS_IL-10104,41.60510402,-89.83284805
Pointe Coupee,LA,2018,6/24/2018,5.01,2012699,NRS18_LA_10013,NRS_LA-10191,30.57775319,-91.52159023
New Haven,CT,2018,6/25/2018,106.515,2012702,NRS18_CT_10001,NRS_CT-10063,41.38091844,-72.78024571
Phelps,MO,2018,6/25/2018,228.42,2012703,NRS18_MO_RF002,NRS_MO-10170,37.87083,-91.9299
Jo Daviess,IL,2018,6/25/2018,239.99,2012704,NRS18_IL_10514,NRS_IL-10144,42.4257765,-90.29068621
Madison,LA,2018,6/25/2018,20.13,2012705,NRS18_LA_10010,NRS_LA-10192,32.2700996,-90.96073809
Union,LA,2018,6/25/2018,19.34,2012706,NRS18_LA_10002,NRS_LA-10079,32.97480167,-92.07643948
Maury,TN,2018,6/25/2018,182.445,2012707,NRS18_TN_10029,NRS_TN-10077,35.54916131,-86.95243071
Jackson,WI,2018,6/25/2018,271.33,2012708,NRS18_WI_10005,NRS_WI-10072,44.25218093,-90.76170881
McKenzie,ND,2018,6/25/2018,652.4,2012709,NRS18_ND_10014,NRS_ND-10343,47.75862891,-103.7374309
Hancock,IL,2018,6/25/2018,158.06,2012710,NRS18_IL_10009,NRS_IL-10039,40.47668873,-91.36703638
Knox,TX,2018,6/25/2018,368.53,2012711,NRS18_TX_10062,NRS_TX-10312,33.71893303,-99.47595505
Snohomish,WA,2018,6/25/2018,58.685,2012712,NRS18_WA_10011,NRS_WA-10339,47.84358519,-121.6946012
Antrim,MI,2018,6/25/2018,266.82,2012713,NRS18_MI_10034,NRS_MI-10133,44.95075902,-85.08357966
Elko,NV,2018,6/25/2018,1535.505,2012714,NRS18_NV_10005,NRS_NV-10297,40.81470223,-115.806146
Cattaraugus,NY,2018,6/25/2018,430.05,2012715,NRS18_NY_10017,NRS_NY-10051,42.08065145,-78.42363781
Schuylkill,PA,2018,6/26/2018,126.565,2012717,NRS18_PA_10015,NRS_PA-10078,40.59318131,-76.02771628
Grays Harbor,WA,2018,6/24/2018,195.01,2012718,NRS18_WA_10005,NRS_WA-10336,46.83756894,-123.3862687
Trinity,CA,2018,6/26/2018,857.605,2012719,NRS18_CA_10022,NRS_CA-11011,40.63704573,-122.7464935
St. Charles,MO,2018,6/26/2018,127.61,2012722,NRS18_MO_10002,NRS_MO-10029,38.96336661,-90.41564701
Chicot,AR,2018,6/26/2018,31.3,2012723,NRS18_AR_10017,NRS_AR-10219,33.32930915,-91.16314434
Darke,OH,2018,6/25/2018,300.6,2012724,NRS18_OH_10043,NRS_OH-10088,40.3196533,-84.63033676
Craig,OK,2018,6/25/2018,237.05,2012725,NRS18_OK_10017,NRS_OK-10060,36.95134824,-95.03539369
Cherokee,OK,2018,6/26/2018,225.82,2012726,NRS18_OK_10038,NRS_OK-10188,35.96228291,-94.80113987
Sandusky,OH,2018,6/26/2018,173.13,2012727,NRS18_OH_10049,NRS_OH-10082,41.44082459,-83.03139877
King,WA,2018,6/26/2018,11.225,2012728,NRS18_WA_10047,NRS_WA-10343,47.69211872,-121.9662585
Emmet,MI,2018,6/26/2018,186.155,2012729,NRS18_MI_10007,NRS_MI-10058,45.65369356,-84.99923728
Cumberland,IL,2018,6/26/2018,189.69,2012730,NRS18_IL_10005,NRS_IL-10049,39.34781199,-88.05272098
New Castle,DE,2018,6/25/2018,47.05,2012731,NRS18_DE_10016,NRS_DE-10090,39.74077165,-75.71143409
Pennington,SD,2018,6/26/2018,1592.06,2012732,NRS18_SD_10544,NRS_SD-10478,44.12590346,-103.6531763
Elko,NV,2018,6/26/2018,1558.34,2012733,NRS18_NV_10024,NRS_NV-10473,40.69325352,-115.8337917
Knox,IL,2018,8/28/2018,165.185,2012734,NRS18_IL_10010,NRS_IL-10043,40.78505904,-90.13890744
Jo Daviess,IL,2018,8/29/2018,189.075,2012735,NRS18_IL_10021,NRS_IL-10090,42.31862373,-90.2343133
Yakima,WA,2018,6/26/2018,259.695,2012736,NRS18_WA_10049,NRS_WA-10410,46.45440604,-120.4150557
Eddy,ND,2018,6/26/2018,430.13,2012737,NRS18_ND_10225,NRS_ND-10447,47.74264455,-98.854387
Marshall,WV,2018,6/26/2018,191.44,2012738,NRS18_WV_10002,NRS_WV-10019,39.9187742,-80.79683477
Caledonia,VT,2018,6/27/2018,375.145,2012739,NRS18_VT_10023,NRS_VT-10120,44.21852254,-72.26004236
Northumberland,PA,2018,6/27/2018,134.105,2012740,NRS18_PA_10026,NRS_PA-10087,41.06234628,-76.85619616
Calhoun,IL,2018,6/27/2018,128.145,2012741,NRS18_IL_10002,NRS_IL-10035,39.2086468,-90.592919
