CNTYNAME,PSTL_CODE,YEAR,DATE_COL,ELEVATION,UID,SITE_ID,UNIQUE_ID,LAT_DD83,LON_DD83
Dunn,ND,2018,7/31/2018,646.315,2013083,NRS18_ND_10004,NRS_ND-10303,47.16788743,-102.6457542
Washington,NY,2018,7/31/2018,68.205,2013084,NRS18_NY_10038,NRS_NY-10104,43.30507222,-73.59358931
Hall,NE,2018,7/31/2018,577.79,2013085,NRS18_NE_10009,NRS_NE-10025,40.79965516,-98.43775325
Fayette,IN,2018,7/31/2018,280.48,2013086,NRS18_IN_10010,NRS_IN-10070,39.7146449,-85.18634092
Franklin,OH,2018,7/30/2018,212.68,2013087,NRS18_OH_10032,NRS_OH-10106,39.85432913,-82.95790904
Archuleta,CO,2018,7/30/2018,1921.04,2013088,NRS18_CO_10046,NRS_CO-10382,37.02311922,-107.1671952
Kershaw,SC,2018,7/31/2018,47.935,2013089,NRS18_SC_10012,NRS_SC-10054,34.32988475,-80.69510871
Mississippi,MO,2018,7/31/2018,86.79,2013090,NRS18_MO_10009,NRS_KY-10069,36.60870193,-89.30583201
Love,OK,2018,7/31/2018,188.55,2013091,NRS18_OK_10007,NRS_OK-10049,33.86362353,-97.00595407
Windham,CT,2018,7/31/2018,132.92,2013092,NRS18_CT_10006,NRS_CT-10093,41.86842391,-72.08972479
Love,OK,2018,7/31/2018,189.02,2013093,NRS18_OK_10009,NRS_OK-10171,33.88432922,-96.98814858
Linn,OR,2018,7/31/2018,120.375,2013094,NRS18_OR_10002,NRS_OR-10480,44.49071409,-122.8137147
Warren,NY,2018,8/1/2018,85.85,2013095,NRS18_NY_10026,NRS_NY-10126,43.3076253,-73.63244863
Chittenden,VT,2018,8/1/2018,139.91,2013096,NRS18_VT_10015,NRS_VT-10142,44.54095144,-73.03445819
Ripley,IN,2018,8/1/2018,273.205,2013097,NRS18_IN_10001,NRS_IN-10030,39.18727391,-85.34940479
Kittitas,WA,2018,7/31/2018,209.1,2013098,NRS18_WA_10522,NRS_WA-10466,47.18115042,-120.0244085
Klickitat,WA,2018,7/27/2018,81.8,2013099,NRS18_WA_10008,NRS_WA-10326,45.69860775,-120.4175269
Okanogan,WA,2018,7/30/2018,292.98,2013100,NRS18_WA_10024,NRS_WA-10389,48.13943156,-119.0654186
Whitman,WA,2018,7/28/2018,195.84,2013101,NRS18_WA_10026,NRS_WA-10391,46.69021349,-117.4968159
Okanogan,WA,2018,7/30/2018,292.26,2013102,NRS18_WA_10040,NRS_WA-10443,48.08731961,-119.0223688
Douglas,WA,2018,7/29/2018,188.21,2013103,NRS18_WA_10039,NRS_WA-10442,47.46138945,-120.3168798
Dawson,NE,2018,8/1/2018,697.82,2013104,NRS18_NE_10024,NRS_NE-10120,40.6785958,-99.48502099
Cameron,PA,2018,8/1/2018,486.4,2013105,NRS18_PA_10005,NRS_PA-10054,41.48846668,-78.13260722
Clay,TN,2018,8/1/2018,154.88,2013106,NRS18_TN_10002,NRS_TN-10057,36.60637352,-85.50504123
Rusk,WI,2018,8/1/2018,371.89,2013107,NRS18_WI_10035,NRS_WI-10183,45.4940435,-90.96128054
Polk,WI,2018,7/31/2018,290.235,2013108,NRS18_WI_10066,NRS_WI-10093,45.26919203,-92.49501632
Appomattox,VA,2018,8/1/2018,187.02,2013109,NRS18_VA_10003,NRS_VA-10088,37.49176284,-78.75646116
La Plata,CO,2018,7/31/2018,1924.29,2013110,NRS18_CO_10020,NRS_CO-10319,37.07109595,-107.6140928
Belmont,OH,2018,8/1/2018,192.47,2013111,NRS18_OH_10019,NRS_OH-10076,40.14887007,-80.70355735
Kershaw,SC,2018,8/1/2018,39.15,2013112,NRS18_SC_10005,NRS_SC-10026,34.12622142,-80.65031792
Butler,MO,2018,8/1/2018,87.46,2013113,NRS18_MO_10040,NRS_MO-10152,36.50960045,-90.40380405
Yankton,SD,2018,8/1/2018,357.94,2013114,NRS18_SD_10029,NRS_SD-10443,43.04419624,-97.36152662
Las Animas,CO,2018,8/1/2018,1327.77,2013115,NRS18_CO_10009,NRS_CO-10227,37.60461992,-103.6059701
Sussex,NJ,2018,8/1/2018,99.68,2013116,NRS18_NJ_10019,NRS_NJ-10068,41.11231264,-74.97563402
Idaho,ID,2018,7/31/2018,1978.295,2013117,NRS18_ID_10057,NRS_ID-10378,45.51915484,-115.9668094
Idaho,ID,2018,7/30/2018,1832.89,2013118,NRS18_ID_10095,NRS_ID-10402,45.53056459,-116.0130752
Idaho,ID,2018,8/1/2018,767.08,2013119,NRS18_ID_10280,NRS_ID-10466,45.99357635,-115.8989656
Orange,VT,2018,8/2/2018,473.6,2013120,NRS18_VT_10013,NRS_VT-10140,44.00941614,-72.4004584
Harrison,TX,2018,7/31/2018,84.3,2013121,NRS18_TX_10004,NRS_TX-10111,32.46103599,-94.70198022
Bowie,TX,2018,8/1/2018,91.7,2013122,NRS18_TX_10035,NRS_TX-10285,33.58743087,-94.45554905
Saratoga,NY,2018,8/2/2018,100.555,2013123,NRS18_NY_10014,NRS_NY-10046,43.24866112,-73.74077517
Maury,TN,2018,8/2/2018,161.07,2013124,NRS18_TN_10016,NRS_TN-10115,35.69163737,-87.22674783
Lane,OR,2018,8/1/2018,347.115,2013125,NRS18_OR_10011,NRS_OR-10478,44.16795366,-122.24967
Marshall,IN,2018,8/2/2018,240.04,2013127,NRS18_IN_10008,NRS_IN-10055,41.37190086,-86.18941505
Slope,ND,2018,8/2/2018,826.32,2013128,NRS18_ND_10001,NRS_ND-10265,46.41794178,-103.5123707
Cameron,PA,2018,8/2/2018,384.525,2013129,NRS18_PA_10017,NRS_PA-10101,41.47982703,-78.06973939
Las Animas,CO,2018,8/2/2018,1553.79,2013130,NRS18_CO_10974,NRS_CO-10481,37.66582838,-104.2322735
Plymouth,MA,2018,8/2/2018,20.71,2013131,NRS18_MA_10011,NRS_MA-10094,41.8455303,-70.61924261
Weld,CO,2018,8/1/2018,1498.87,2013132,NRS18_CO_11423,NRS_CO-10493,40.04109164,-104.825239
Hancock,OH,2018,8/2/2018,196.55,2013133,NRS18_OH_10034,NRS_OH-10108,40.50690353,-80.61779008
Turner,SD,2018,8/2/2018,408.45,2013134,NRS18_SD_10018,NRS_SD-10377,43.27772271,-97.29452776
Ross,OH,2018,8/2/2018,189.08,2013135,NRS18_OH_10020,NRS_OH-10077,39.41065184,-82.98479119
Pickaway,OH,2018,8/1/2018,192.88,2013136,NRS18_OH_10035,NRS_OH-10109,39.48826697,-82.9948937
Hendricks,IN,2018,8/3/2018,243.665,2013137,NRS18_IN_10005,NRS_IN-10037,39.77823519,-86.44708213
Windham,CT,2018,8/2/2018,160.4,2013138,NRS18_CT_10030,NRS_CT-10119,41.90060311,-72.17456169
Grafton,NH,2018,8/2/2018,127.26,2013139,NRS18_NH_10002,NRS_NH-10068,44.24308509,-72.04818615
Chester,SC,2018,8/2/2018,128.4,2013140,NRS18_SC_10180,NRS_SC-10094,34.67497716,-81.10775781
Pierce,WI,2018,8/2/2018,246.6,2013141,NRS18_WI_10543,NRS_WI-10226,44.73349344,-92.32639404
Walton,FL,2018,7/31/2018,58.12,2013142,NRS18_FL_10008,NRS_FL-10140,30.76110142,-86.26432774
Maury,TN,2018,8/3/2018,160.62,2013143,NRS18_TN_10007,NRS_TN-10060,35.6724138,-87.2633331
Logan,CO,2018,8/2/2018,1191.62,2013144,NRS18_CO_11424,NRS_CO-10494,40.65505394,-103.1684977
Cooke,TX,2018,8/3/2018,200.9,2013145,NRS18_TX_10011,NRS_TX-10163,33.48298303,-97.17612376
Providence,RI,2018,8/3/2018,78.205,2013146,NRS18_RI_10022,NRS_RI-10055,41.92004147,-71.53041473
Middlesex,MA,2018,8/5/2018,38.15,2013151,NRS18_MA_10017,NRS_MA-10100,42.46445751,-71.41567548
Sedgwick,CO,2018,8/3/2018,1066.9,2013152,NRS18_CO_10010,NRS_CO-10231,40.94131522,-102.3414153
Dallas,TX,2018,8/5/2018,127.115,2013153,NRS18_TX_10010,NRS_TX-10154,32.77924095,-96.55448836
Bullock,AL,2018,8/6/2018,105.57,2013154,NRS18_AL_10022,NRS_AL-10094,32.21648644,-85.51675754
Providence,RI,2018,8/6/2018,19.415,2013155,NRS18_RI_10001,NRS_RI-10033,41.83267059,-71.46914114
Bland,VA,2018,8/6/2018,695.13,2013156,NRS18_VA_10005,NRS_VA-10095,37.10205244,-81.04268
Howard,MD,2018,8/6/2018,83.98,2013157,NRS18_MD_10005,NRS_MD-10045,39.18863218,-76.85368602
Grand Forks,ND,2018,8/6/2018,302.17,2013158,NRS18_ND_10008,NRS_ND-10262,48.17575871,-97.69985563
San Miguel,CO,2018,8/4/2018,1725.18,2013159,NRS18_CO_11274,NRS_CO-10488,37.95741609,-108.8410129
Mineral,CO,2018,8/5/2018,2685.945,2013160,NRS18_CO_10004,NRS_CO-10228,37.71406867,-106.8381694
Atoka,OK,2018,8/6/2018,168.1,2013161,NRS18_OK_10921,NRS_OK-10213,34.40098478,-96.10731749
Morgan,CO,2018,8/5/2018,1251.105,2013162,NRS18_CO_10012,NRS_CO-10235,40.39450659,-103.4773326
Washington,KS,2018,8/6/2018,424.99,2013163,NRS18_KS_10040,NRS_KS-10221,39.92202635,-97.28540999
Falls,TX,2018,8/6/2018,100.615,2013164,NRS18_TX_10026,NRS_TX-10200,31.33677953,-96.97263145
Bradford,PA,2018,8/7/2018,227.75,2013165,NRS18_PA_10012,NRS_PA-10049,41.96989678,-76.51192148
McKean,PA,2018,8/7/2018,577.83,2013166,NRS18_PA_10007,NRS_PA-10059,41.65698585,-78.6114885
Manitowoc,WI,2018,8/7/2018,247.04,2013167,NRS18_WI_10401,NRS_WI-10223,44.18896809,-87.88353587
Sacramento,CA,2018,8/7/2018,11.0,2013168,NRS18_CA_10018,NRS_CA-10829,38.57234221,-121.3577452
Traill,ND,2018,8/7/2018,274.465,2013169,NRS18_ND_10005,NRS_ND-10310,47.3247162,-97.0365988
Dixon,NE,2018,8/7/2018,347.3,2013172,NRS18_NE_10025,NRS_NE-10121,42.72252947,-96.87167402
Amherst,VA,2018,8/7/2018,192.385,2013173,NRS18_VA_10002,NRS_VA-10091,37.59328278,-79.38320406
Wilcox,AL,2018,8/7/2018,45.655,2013174,NRS18_AL_10005,NRS_AL-10046,32.12422056,-87.52831805
Hartford,CT,2018,8/7/2018,14.69,2013175,NRS18_CT_10002,NRS_CT-10065,41.89122923,-72.66210156
Lane,OR,2018,8/7/2018,450.515,2013176,NRS18_OR_10054,NRS_OR-10597,43.84099654,-122.8207579
McCurtain,OK,2018,8/7/2018,242.52,2013177,NRS18_OK_10026,NRS_OK-10181,34.39116168,-94.50889924
Pope,IL,2018,8/7/2018,99.36,2013178,NRS18_IL_10031,NRS_IL-10125,37.25601672,-88.5102815
Hanson,SD,2018,8/7/2018,369.09,2013179,NRS18_SD_10024,NRS_SD-10388,43.69165341,-97.96683719
New Castle,DE,2018,8/7/2018,14.795,2013180,NRS18_DE_10005,NRS_DE-10050,39.636487,-75.73171714
Cattaraugus,NY,2018,8/7/2018,428.65,2013181,NRS18_NY_10018,NRS_NY-10053,42.06590504,-78.46921643
Mesa,CO,2018,8/7/2018,2517.685,2013182,NRS18_CO_10013,NRS_CO-10314,39.16391811,-107.8062132
Valley,ID,2018,8/7/2018,1431.865,2013183,NRS18_ID_10049,NRS_ID-10213,44.39606896,-116.0460788
Cecil,MD,2018,8/7/2018,23.04,2013184,NRS18_MD_10015,NRS_MD-10079,39.64425948,-75.868082
Carroll,MD,2018,8/8/2018,235.09,2013185,NRS18_MD_10003,NRS_MD-10025,39.69016583,-76.93024368
Republic,KS,2018,8/7/2018,443.16,2013186,NRS18_KS_10140,NRS_KS-10288,39.75493131,-97.55600515
Bradford,PA,2018,8/8/2018,238.965,2013187,NRS18_PA_10023,NRS_PA-10094,41.99990242,-76.62263816
Dallas,AL,2018,8/8/2018,24.425,2013188,NRS18_AL_10010,NRS_AL-10073,32.22869149,-87.14827743
Lonoke,AR,2018,8/8/2018,67.03,2013189,NRS18_AR_10009,NRS_AR-10203,34.78806198,-91.87004886
Fairfield,CT,2018,8/7/2018,132.16,2013190,NRS18_CT_10017,NRS_CT-10115,41.35000044,-73.19197535
McCurtain,OK,2018,8/8/2018,239.69,2013191,NRS18_OK_10036,NRS_OK-10186,34.49566318,-94.4735322
Broward,FL,2018,8/7/2018,-0.02,2013192,NRS18_FL_10042,NRS_FL-10203,25.97143924,-80.31460687
Windham,CT,2018,8/8/2018,47.27,2013193,NRS18_CT_10004,NRS_CT-10066,41.78270426,-71.89588062
Marion,OR,2018,8/8/2018,265.125,2013194,NRS18_OR_10022,NRS_OR-10549,44.79838291,-122.4810694
Washington,GA,2018,8/8/2018,78.415,2013195,NRS18_GA_10004,NRS_GA-10070,32.80115995,-82.92292172
Adams,CO,2018,8/6/2018,1521.01,2013196,NRS18_CO_10061,NRS_CO-10246,39.91225933,-104.8821446
White,IL,2018,8/7/2018,109.73,2013197,NRS18_IL_10042,NRS_IL-10136,38.106602,-88.16383425
Rockbridge,VA,2018,8/8/2018,340.15,2013198,NRS18_VA_RF005,NRS_VA-10152,37.91257,-79.42857
Hanson,SD,2018,8/8/2018,393.7,2013199,NRS18_SD_10034,NRS_SD-10448,43.57107871,-97.95400211
Hamilton,OH,2018,8/8/2018,146.77,2013200,NRS18_OH_10008,NRS_OH-10042,39.13619193,-84.34205654
Ransom,ND,2018,8/8/2018,321.03,2013201,NRS18_ND_10035,NRS_ND-10435,46.62079144,-97.54318839
Madera,CA,2018,8/6/2018,81.595,2013202,NRS18_CA_10020,NRS_CA-10930,36.90881725,-119.776228
Sacramento,CA,2018,8/8/2018,3.33,2013203,NRS18_CA_10055,NRS_CA-11204,38.63823103,-121.5636929
Montgomery,MD,2018,8/9/2018,53.31,2013204,NRS18_MD_10014,NRS_MD-10078,38.99003699,-77.15981221
Butler,AL,2018,8/9/2018,102.25,2013205,NRS18_AL_10019,NRS_AL-10091,31.88017609,-86.78361624
Marion,OR,2018,8/9/2018,278.82,2013206,NRS18_OR_10071,NRS_OR-10634,44.79284508,-122.5357681
McKean,PA,2018,8/8/2018,600.51,2013207,NRS18_PA_10032,NRS_PA-10113,41.68346542,-78.45547253
Lamoille,VT,2018,8/9/2018,197.05,2013208,NRS18_VT_10018,NRS_VT-10145,44.56353755,-72.56501577
Washington,RI,2018,8/9/2018,4.81,2013209,NRS18_RI_10006,NRS_RI-10046,41.39469232,-71.84151595
Orleans,VT,2018,8/7/2018,299.12,2013210,NRS18_VT_10009,NRS_VT-10136,44.92641794,-72.08737253
Orleans,VT,2018,8/7/2018,406.57,2013211,NRS18_VT_10012,NRS_VT-10139,44.94365739,-72.04422356
Johnson,AR,2018,8/9/2018,183.31,2013212,NRS18_AR_10014,NRS_AR-10205,35.56232577,-93.28855047
Pope,IL,2018,8/9/2018,99.36,2013213,NRS18_IL_10037,NRS_IL-10131,37.26199019,-88.51406065
Jefferson,PA,2018,8/9/2018,417.77,2013214,NRS18_PA_10019,NRS_PA-10103,41.02334786,-78.90571919
Menominee,WI,2018,8/8/2018,377.29,2013215,NRS18_WI_10046,NRS_WI-10194,45.02691857,-88.97934453
Menominee,WI,2018,8/9/2018,261.97,2013216,NRS18_WI_10263,NRS_WI-10221,44.87823686,-88.6715616
Uintah,UT,2018,8/7/2018,1526.73,2013217,NRS18_UT_10435,NRS_UT-10388,40.53997749,-109.0681634
Hardin,TX,2018,8/9/2018,9.01,2013218,NRS18_TX_10036,NRS_TX-10286,30.36434549,-94.26185268
Canyon,ID,2018,8/9/2018,689.62,2013219,NRS18_ID_10042,NRS_ID-10397,43.30879159,-116.5772537
Collier,FL,2018,8/9/2018,0.86,2013220,NRS18_FL_10012,NRS_FL-10185,26.17973048,-81.67099279
Pope,AR,2018,8/10/2018,149.095,2013221,NRS18_AR_10015,NRS_AR-10212,35.54235418,-93.16001748
Geneva,AL,2018,8/10/2018,42.215,2013222,NRS18_AL_10009,NRS_AL-10067,31.11972121,-86.15248721
Washington,RI,2018,8/10/2018,36.66,2013223,NRS18_RI_10199,NRS_RI-10090,41.54289668,-71.6956366
Routt,CO,2018,8/8/2018,1932.25,2013225,NRS18_CO_10026,NRS_CO-10328,40.51532943,-107.2359869
Mesa,CO,2018,8/9/2018,1437.085,2013226,NRS18_CO_10002,NRS_CO-10224,38.86531332,-108.398139
Eagle,CO,2018,8/10/2018,3276.825,2013227,NRS18_CO_10003,NRS_CO-10226,39.36936448,-106.4524344
Pike,AR,2018,8/12/2018,94.72,2013228,NRS18_AR_10001,NRS_AR-10067,34.06488091,-93.44225956
Jackson,IL,2018,8/12/2018,106.88,2013229,NRS18_IL_11563,NRS_IL-10155,37.80198308,-89.23035608
Gunnison,CO,2018,8/12/2018,3042.13,2013230,NRS18_CO_10055,NRS_CO-10289,38.60455418,-106.4649269
Boulder,CO,2018,8/13/2018,1520.51,2013231,NRS18_CO_10005,NRS_CO-10230,40.15970306,-105.1184267
Jackson,TX,2018,8/13/2018,8.14,2013232,NRS18_TX_10050,NRS_TX-10300,28.9899364,-96.70226571
George,MS,2018,8/13/2018,9.825,2013233,NRS18_MS_10002,NRS_MS-10042,30.88339067,-88.77355185
Bergen,NJ,2018,8/13/2018,51.81,2013234,NRS18_NJ_10001,NRS_NJ-10010,41.04211981,-74.04730488
Nance,NE,2018,8/13/2018,512.11,2013235,NRS18_NE_10004,NRS_NE-10035,41.41565715,-98.08896794
Alexander,IL,2018,8/13/2018,94.99,2013236,NRS18_IL_10036,NRS_IL-10130,37.13875808,-89.26780319
Linn,OR,2018,8/13/2018,120.375,2013237,NRS18_OR_10002,NRS_OR-10480,44.49071409,-122.8137147
Mesa,CO,2018,8/10/2018,1343.41,2013238,NRS18_CO_10014,NRS_CO-10325,39.18629226,-108.9047683
Larimer,CO,2018,8/13/2018,1501.33,2013239,NRS18_CO_10977,NRS_CO-10484,40.57996498,-105.0562722
Garrett,MD,2018,8/13/2018,724.84,2013240,NRS18_MD_10008,NRS_MD-10046,39.40693029,-79.41190187
Addison,VT,2018,8/14/2018,108.39,2013241,NRS18_VT_10017,NRS_VT-10144,44.1128039,-73.09310954
Rockingham,NH,2018,8/14/2018,29.55,2013242,NRS18_NH_10019,NRS_NH-10130,42.87761058,-70.99176953
Victoria,TX,2018,8/14/2018,24.43,2013243,NRS18_TX_10023,NRS_TX-10208,28.89089094,-97.13556039
Hettinger,ND,2018,8/14/2018,750.47,2013244,NRS18_ND_10011,NRS_ND-10365,46.45898753,-102.6568372
Mesa,CO,2018,8/9/2018,2587.92,2013245,NRS18_CO_10034,NRS_CO-10370,39.11368591,-107.9785352
Crawford,WI,2018,8/14/2018,321.515,2013246,NRS18_WI_10003,NRS_WI-10055,43.14322953,-91.02181196
Haywood,NC,2018,8/14/2018,955.95,2013247,NRS18_NC_RF001,NRS_NC-10458,35.45111,-83.0675
Marion,MS,2018,8/14/2018,82.58,2013248,NRS18_MS_10001,NRS_MS-10037,31.1972336,-89.69055436
Fall River,SD,2018,8/14/2018,1003.02,2013254,NRS18_SD_10058,NRS_SD-10472,43.26284603,-103.6068246
Passaic,NJ,2018,8/15/2018,59.45,2013255,NRS18_NJ_10334,NRS_NJ-10074,40.87942087,-74.17183043
Summit,UT,2018,8/14/2018,2962.12,2013256,NRS18_UT_10032,NRS_UT-10259,40.8644634,-110.5393564
Sussex,DE,2018,8/14/2018,10.83,2013257,NRS18_DE_10033,NRS_DE-10096,38.87332717,-75.47641458
Lemhi,ID,2018,8/14/2018,1215.91,2013258,NRS18_ID_10992,NRS_ID-10490,45.13618762,-113.9096247
Lemhi,ID,2018,8/15/2018,1195.91,2013259,NRS18_ID_10026,NRS_ID-10280,45.18621772,-113.8928287
Custer,ID,2018,8/13/2018,1847.52,2013260,NRS18_ID_10028,NRS_ID-10283,44.26037598,-114.7981142
Grant,WI,2018,8/15/2018,240.785,2013261,NRS18_WI_10008,NRS_WI-10090,42.97611169,-90.99134515
Fairfield,CT,2018,8/15/2018,132.155,2013262,NRS18_CT_10003,NRS_CT-10064,41.39886615,-73.38664778
Matagorda,TX,2018,8/15/2018,2.95,2013263,NRS18_TX_10006,NRS_TX-10151,28.87839611,-96.2871676
Holt,NE,2018,8/15/2018,490.56,2013264,NRS18_NE_10028,NRS_NE-10157,42.80753441,-98.83494417
Cedar,NE,2018,8/8/2018,346.46,2013265,NRS18_NE_10057,NRS_NE-10186,42.7700649,-97.11920616
Franklin,MS,2018,8/15/2018,93.82,2013266,NRS18_MS_10009,NRS_MS-10133,31.58623249,-90.8103525
Baldwin,AL,2018,8/12/2018,0.11,2013267,NRS18_AL_10014,NRS_AL-10071,30.69484743,-87.92434568
Ripley,MO,2018,8/15/2018,88.41,2013268,NRS18_MO_10035,NRS_MO-10147,36.53556211,-90.7040699
Jefferson,CO,2018,8/14/2018,1667.49,2013269,NRS18_CO_10042,NRS_CO-10378,39.49891104,-105.0865186
Escambia,FL,2018,8/14/2018,15.02,2013270,NRS18_FL_10003,NRS_FL-10028,30.51884624,-87.29779287
Barry,MO,2018,8/15/2018,330.2,2013271,NRS18_MO_10012,NRS_MO-10035,36.78476931,-93.71442822
Larimer,CO,2018,8/15/2018,2711.215,2013272,NRS18_CO_10017,NRS_CO-10341,40.7496733,-105.8520428
Swain,NC,2018,8/15/2018,542.61,2013273,NRS18_NC_RF002,NRS_NC-10459,35.47361,-83.7228
Jefferson,OR,2018,8/15/2018,393.23,2013274,NRS18_OR_10670,NRS_OR-10678,44.81704099,-121.0957247
Pulaski,VA,2018,8/16/2018,724.09,2013275,NRS18_VA_10014,NRS_VA-10139,36.96819064,-80.64644699
Monroe,MS,2018,8/16/2018,58.05,2013276,NRS18_MS_10007,NRS_MS-10033,33.91373784,-88.53107022
Vilas,WI,2018,8/16/2018,480.55,2013277,NRS18_WI_RF001,NRS_WI-10263,45.913,-89.758
Wayne,MO,2018,8/16/2018,102.25,2013278,NRS18_MO_10030,NRS_MO-10142,36.99266752,-90.20508369
Knox,NE,2018,8/16/2018,429.305,2013279,NRS18_NE_10006,NRS_NE-10045,42.58964437,-97.87221792
Wasco,OR,2018,8/16/2018,198.14,2013280,NRS18_OR_10819,NRS_OR-10681,45.28428312,-121.0273292
Lemhi,ID,2018,8/16/2018,1029.62,2013281,NRS18_ID_10010,NRS_ID-10201,45.36948405,-114.2899056
Carbon,WY,2018,8/16/2018,2367.465,2013282,NRS18_WY_10003,NRS_WY-10330,41.38215042,-107.2276038
Sweetwater,WY,2018,8/17/2018,1910.5,2013283,NRS18_WY_10010,NRS_WY-10319,41.59625174,-109.1487648
Calhoun,FL,2018,8/16/2018,16.89,2013284,NRS18_FL_10004,NRS_FL-10044,30.29491628,-85.29384067
Wright,MO,2018,8/17/2018,329.25,2013285,NRS18_MO_10041,NRS_MO-10153,37.2983489,-92.41283843
Cherry,NE,2018,8/14/2018,727.38,2013286,NRS18_NE_10007,NRS_NE-10050,42.89817295,-100.4853861
Trumbull,OH,2018,8/14/2018,298.6,2013287,NRS18_OH_10026,NRS_OH-10100,41.29656907,-80.60143851
Ashtabula,OH,2018,8/15/2018,295.42,2013288,NRS18_OH_10015,NRS_OH-10069,41.51412559,-80.73366923
Indiana,PA,2018,8/16/2018,275.15,2013289,NRS18_PA_10008,NRS_PA-10062,40.52158443,-79.39898471
Mahoning,OH,2018,8/13/2018,288.42,2013290,NRS18_OH_10025,NRS_OH-10099,41.09967638,-80.60824166
Butler,MO,2018,8/17/2018,90.83,2013291,NRS18_MO_10013,NRS_MO-10092,36.49840597,-90.27924365
Goshen,WY,2018,8/16/2018,1275.6,2013292,NRS18_WY_12048,NRS_WY-10642,42.16779982,-104.4644536
Converse,WY,2018,8/17/2018,1481.91,2013293,NRS18_WY_11912,NRS_WY-10637,42.84197768,-105.5211615
Schuyler,MO,2018,8/19/2018,238.29,2013294,NRS18_MO_10023,NRS_MO-10112,40.48139619,-92.68617538
Fremont,WY,2018,8/19/2018,2432.905,2013295,NRS18_WY_10069,NRS_WY-10374,43.65473626,-109.9078766
Mercer,MO,2018,8/20/2018,285.495,2013296,NRS18_MO_10020,NRS_MO-10097,40.48773578,-93.49836702
Fond du Lac,WI,2018,8/20/2018,253.81,2013297,NRS18_WI_10040,NRS_WI-10188,43.70208484,-88.57194663
Alexander,IL,2018,8/19/2018,93.6,2013298,NRS18_IL_10008,NRS_IL-10038,37.00010808,-89.26342226
Scott,MO,2018,8/19/2018,96.0,2013299,NRS18_MO_10024,NRS_MO-10103,37.19892748,-89.46155197
Ste. Genevieve,MO,2018,8/20/2018,107.71,2013300,NRS18_MO_10042,NRS_MO-10154,37.9624363,-89.98442983
Ste. Genevieve,MO,2018,8/20/2018,109.97,2013301,NRS18_MO_10025,NRS_MO-10104,37.96301159,-89.98239493
New Madrid,MO,2018,8/19/2018,84.46,2013302,NRS18_MO_10014,NRS_MO-10102,36.45933017,-89.46806283
New Madrid,MO,2018,8/19/2018,83.875,2013303,NRS18_MO_10008,NRS_KY-10068,36.53474409,-89.46723242
Coos,OR,2018,8/20/2018,3.925,2013304,NRS18_OR_10023,NRS_OR-10573,43.12124754,-124.1793596
Wilson,NC,2018,8/20/2018,47.6,2013305,NRS18_NC_10030,NRS_NC-10084,35.67727845,-78.15344368
St. Charles,MO,2018,8/21/2018,127.61,2013306,NRS18_MO_10002,NRS_MO-10029,38.96336661,-90.41564701
Culpeper,VA,2018,8/21/2018,84.355,2013307,NRS18_VA_10001,NRS_VA-10084,38.39532786,-77.9554202
Cherokee,GA,2018,8/21/2018,325.25,2013308,NRS18_GA_10006,NRS_GA-10076,34.30314742,-84.47051375
Johnson,WY,2018,8/20/2018,1537.25,2013309,NRS18_WY_10697,NRS_WY-10520,44.17681848,-106.7335252
Johnson,WY,2018,8/20/2018,1423.66,2013310,NRS18_WY_10084,NRS_WY-10394,44.08912171,-106.6736713
Sheboygan,WI,2018,8/21/2018,199.44,2013311,NRS18_WI_10041,NRS_WI-10189,43.70008339,-87.81661116
McPherson,KS,2018,8/20/2018,461.77,2013312,NRS18_KS_10087,NRS_KS-10236,38.46440464,-97.88634393
Lafayette,MO,2018,8/21/2018,212.95,2013313,NRS18_MO_10003,NRS_MO-10043,39.02826515,-93.68118785
Coos,OR,2018,8/21/2018,169.39,2013314,NRS18_OR_10068,NRS_OR-10631,43.27217224,-123.9293403
Converse,WY,2018,8/20/2018,1524.91,2013315,NRS18_WY_11903,NRS_WY-10628,42.85815409,-105.9867823
Nacogdoches,TX,2018,8/21/2018,56.07,2013316,NRS18_TX_10019,NRS_TX-10227,31.49308987,-94.83198032
Carbon,UT,2018,8/21/2018,1677.39,2013317,NRS18_UT_10009,NRS_UT-10326,39.78573173,-110.1786367
Logan,CO,2018,8/19/2018,1236.58,2013318,NRS18_CO_11425,NRS_CO-10495,40.45359378,-103.3961287
Essex,MA,2018,8/21/2018,7.065,2013319,NRS18_MA_10005,NRS_MA-10073,42.68029518,-71.14519819
Franklin,MA,2018,8/20/2018,53.8,2013320,NRS18_MA_10006,NRS_MA-10078,42.65447753,-72.46514205
Providence,RI,2018,8/19/2018,6.05,2013321,NRS18_RI_10002,NRS_RI-10019,41.8801386,-71.38130481
Natrona,WY,2018,8/21/2018,1561.63,2013322,NRS18_WY_10016,NRS_WY-10338,42.82883729,-106.3667892
New Castle,DE,2018,8/21/2018,6.67,2013323,NRS18_DE_10010,NRS_DE-10084,39.53955341,-75.69163245
Johnson,WY,2018,8/21/2018,2107.295,2013324,NRS18_WY_10004,NRS_WY-10340,44.15839042,-106.9120155
Waupaca,WI,2018,8/22/2018,294.125,2013325,NRS18_WI_10080,NRS_WI-10162,44.43670865,-89.22237607
Calhoun,IL,2018,8/22/2018,128.145,2013326,NRS18_IL_10002,NRS_IL-10035,39.2086468,-90.592919
