CHEMICAL_NAME,CHEMICAL_ID_NUMBER,County-State,SITE_CITY,Public_CDR_SUBMISSIONS_SITE_NAME,is_rising,count
"Ethene, Chloro-",000075-01-4,iberville-la,Plaquemine,The Dow Chemical Company,0,136
"1,2-Propanediol",000057-55-6,iberville-la,Plaquemine,The Dow Chemical Company,0,136
Ethane,000074-84-0,iberville-la,Plaquemine,The Dow Chemical Company,0,136
Ethene,000074-85-1,iberville-la,Plaquemine,The Dow Chemical Company,0,136
"Methane, chloro-",000074-87-3,iberville-la,Plaquemine,The Dow Chemical Company,0,136
"Ethane, 1,1-dichloro-",000075-34-3,iberville-la,Plaquemine,The Dow Chemical Company,0,136
"Propane, 1,2-dichloro-",000078-87-5,iberville-la,Plaquemine,The Dow Chemical Company,0,136
"Ethane, 1,2-dichloro-",000107-06-2,iberville-la,Plaquemine,The Dow Chemical Company,0,136
Octane,000111-65-9,iberville-la,Plaquemine,The Dow Chemical Company,0,136
1-propene,000115-07-1,iberville-la,Plaquemine,The Dow Chemical Company,0,136
"Ethane, chloro derivs.",068411-72-3,iberville-la,Plaquemine,The Dow Chemical Company,0,136
"Aromatic hydrocarbons, C6-8, naphtha-raffinate pyrolyzate-derived",068475-70-7,iberville-la,Plaquemine,The Dow Chemical Company,0,136
"Hydrocarbons, C4, ethylene-manuf.-by-product",068476-52-8,iberville-la,Plaquemine,The Dow Chemical Company,0,136
"Hydrocarbons, ethylene-manuf.-by-product distn. residues",068921-67-5,iberville-la,Plaquemine,The Dow Chemical Company,0,136
"Hydrocarbons, C5-unsatd.",068956-55-8,iberville-la,Plaquemine,The Dow Chemical Company,0,136
Hydrochloric acid,007647-01-0,iberville-la,Plaquemine,The Dow Chemical Company,0,136
Chlorine,007782-50-5,iberville-la,Plaquemine,The Dow Chemical Company,0,136
"Propanol, [(1-methyl-1,2-ethanediyl)bis(oxy)]bis-",024800-44-0,iberville-la,Plaquemine,The Dow Chemical Company,0,136
"Propanol, oxybis-",025265-71-8,iberville-la,Plaquemine,The Dow Chemical Company,0,136
"Ethanol, 2-(diethylamino)-",100-37-8,iberville-la,SAINT GABRIEL,TAMINCO INC,0,136
"Benzene, ethyl-",100-41-4,iberville-la,Carville,Total Petrochemicals & Refining USA Inc. Styrene Joint Venture,0,136
"Benzene, ethenyl-",100-42-5,iberville-la,Carville,Total Petrochemicals & Refining USA Inc. Styrene Joint Venture,0,136
"Ethanol, 2,2'-(butylimino)bis-",102-79-4,iberville-la,SAINT GABRIEL,TAMINCO INC,0,136
"Ethanol, 2-(dibutylamino)-",102-81-8,iberville-la,SAINT GABRIEL,TAMINCO INC,0,136
"Ethanol, 2,2'-(methylimino)bis-",105-59-9,iberville-la,Plaquemine,The Dow Chemical Company,0,136
"Ethanol, 2,2'-(methylimino)bis-",105-59-9,iberville-la,SAINT GABRIEL,TAMINCO INC,0,136
"8-Oxa-3,5-dithia-4-stannatetradecanoic acid, 4,4-dibutyl-10-ethyl-7-oxo-, 2-ethylhexyl este",10584-98-2,iberville-la,Plaquemine,"Georgia Gulf Chemicals & Vinyls, LLC",0,136
Butane,106-97-8,iberville-la,PLAQUEMINE,CROSSTEX LIG LIQUIDS LLC - PLAQUEMINE GAS PLANT,0,136
"Ethane, 1,2-dichloro-",107-06-2,iberville-la,Plaquemine,"Georgia Gulf Chemicals & Vinyls, LLC",0,136
"Ethane, 1,2-dichloro-",107-06-2,iberville-la,PLAQUEMINE,SHINTECH PLAQUEMINE PLANT,0,136
"Ethanol, 2-(dimethylamino)-",108-01-0,iberville-la,SAINT GABRIEL,TAMINCO INC,0,136
"1,3,5-Triazine, 2,4,6-trichloro-",108-77-0,iberville-la,SAINT GABRIEL,SYNGENTA CROP PROTECTION INC SAINT GABRIEL FACILITY,0,136
"1,2-Ethanediol",107-21-1,iberville-la,Plaquemine,The Dow Chemical Company,0,136
"Benzene, methyl-",108-88-3,iberville-la,Carville,Total Petrochemicals & Refining USA Inc. Styrene Joint Venture,0,136
"1,3-Propanediamine, N1,N1-dimethyl-",109-55-7,iberville-la,SAINT GABRIEL,TAMINCO INC,0,136
"Ethanol, 2-[(1-methylethyl)amino]-",109-56-8,iberville-la,SAINT GABRIEL,TAMINCO INC,0,136
"Benzene, chloro-",108-90-7,iberville-la,PLAQUEMINE,SHINTECH PLAQUEMINE PLANT,0,136
Phenol,108-95-2,iberville-la,Plaquemine,"Georgia Gulf Chemicals & Vinyls, LLC",0,136
"Ethanol, 2-(methylamino)-",109-83-1,iberville-la,Plaquemine,The Dow Chemical Company,0,136
"Ethanol, 2-(methylamino)-",109-83-1,iberville-la,SAINT GABRIEL,TAMINCO INC,0,136
"Ethanamine, N-ethyl-",109-89-7,iberville-la,SAINT GABRIEL,TAMINCO INC,0,136
"Octadecanamide, N,N'-1,2-ethanediylbis-",110-30-5,iberville-la,Plaquemine,"Georgia Gulf Chemicals & Vinyls, LLC",0,136
"2-Propanol, 1,1'-iminobis-",110-97-4,iberville-la,Plaquemine,The Dow Chemical Company,0,136
"2-Butene, 1,4-dichloro-, (2E)-",110-57-6,iberville-la,PLAQUEMINE,SHINTECH PLAQUEMINE PLANT,0,136
"Ethanol, 2-(butylamino)-",111-75-1,iberville-la,SAINT GABRIEL,TAMINCO INC,0,136
"Methane, 1,1'-oxybis-",115-10-6,iberville-la,Plaquemine,The Dow Chemical Company,0,136
"Ethanamine, N,N-diethyl-",121-44-8,iberville-la,SAINT GABRIEL,TAMINCO INC,0,136
"2-Propanol, 1,1',1''-nitrilotris-",122-20-3,iberville-la,Plaquemine,The Dow Chemical Company,0,136
"1,3-Butadiene, 2-chloro-",126-99-8,iberville-la,PLAQUEMINE,SHINTECH PLAQUEMINE PLANT,0,136
"Ethene, 1,1,2,2-tetrachloro-",127-18-4,iberville-la,PLAQUEMINE,SHINTECH PLAQUEMINE PLANT,0,136
"Ethene, 1,1,2,2-tetrachloro-",127-18-4,iberville-la,Plaquemine,The Dow Chemical Company,0,136
Calcium hydroxide (Ca(OH)2),1305-62-0,iberville-la,SAINT GABRIEL,SYNGENTA CROP PROTECTION INC SAINT GABRIEL FACILITY,0,136
Sodium hydroxide (Na(OH)),1310-73-2,iberville-la,ST. GABRIEL,ALTIVIA ST. GABRIEL,0,136
Sodium hydroxide (Na(OH)),1310-73-2,iberville-la,PLAQUEMINE,SHINTECH PLAQUEMINE PLANT,0,136
Sodium hydroxide (Na(OH)),1310-73-2,iberville-la,ST. GABRIEL,PIONEER AMERICAS LLC (DBA OLIN CHLOR ALKALI PRODUCTS),0,136
Sodium hydroxide (Na(OH)),1310-73-2,iberville-la,Plaquemine,"Georgia Gulf Chemicals & Vinyls, LLC",0,136
Sodium hydroxide (Na(OH)),1310-73-2,iberville-la,Plaquemine,The Dow Chemical Company,0,136
Limestone,1317-65-3,iberville-la,Plaquemine,"Georgia Gulf Chemicals & Vinyls, LLC",0,136
Hydrogen,1333-74-0,iberville-la,ST. GABRIEL,PIONEER AMERICAS LLC (DBA OLIN CHLOR ALKALI PRODUCTS),0,136
Asbestos,1332-21-4,iberville-la,Plaquemine,"Georgia Gulf Chemicals & Vinyls, LLC",0,136
Titanium oxide (TiO2),13463-67-7,iberville-la,Plaquemine,"Georgia Gulf Chemicals & Vinyls, LLC",0,136
"Octadecanoic acid, calcium salt (2:1)",1592-23-0,iberville-la,Plaquemine,"Georgia Gulf Chemicals & Vinyls, LLC",0,136
"8-Oxa-3,5-dithia-4-stannatetradecanoic acid, 4-butyl-10-ethyl-4-[[2-[(2-e thylhexyl)oxy]-2-",26864-37-9,iberville-la,Plaquemine,"Georgia Gulf Chemicals & Vinyls, LLC",0,136
"2H-1,4-Benzoxazine, 3,4-dihydro-3-methyl-",32329-20-7,iberville-la,SAINT GABRIEL,SYNGENTA CROP PROTECTION INC SAINT GABRIEL FACILITY,0,136
"Ethane, 1,1,1,2,2-pentafluoro-",354-33-6,iberville-la,SAINT GABRIEL,MEXICHEM FLUOR INC.,0,136
"Ethanamine, N-ethyl-N-hydroxy-",3710-84-7,iberville-la,SAINT GABRIEL,TAMINCO INC,0,136
"Ethanol, 2-[(1,1-dimethylethyl)amino]-",4620-70-6,iberville-la,SAINT GABRIEL,TAMINCO INC,0,136
"Ethene, 1,2-dichloro-",540-59-0,iberville-la,PLAQUEMINE,SHINTECH PLAQUEMINE PLANT,0,136
"Benzene, 1,3-dichloro-",541-73-1,iberville-la,PLAQUEMINE,SHINTECH PLAQUEMINE PLANT,0,136
"Methane, tetrachloro-",56-23-5,iberville-la,PLAQUEMINE,SHINTECH PLAQUEMINE PLANT,0,136
"Methane, tetrachloro-",56-23-5,iberville-la,Plaquemine,The Dow Chemical Company,0,136
"Methane, tetrachloro-",56-23-5,iberville-la,SAINT GABRIEL,SYNGENTA CROP PROTECTION INC SAINT GABRIEL FACILITY,0,136
Octadecanoic acid,57-11-4,iberville-la,Plaquemine,"Georgia Gulf Chemicals & Vinyls, LLC",0,136
"8-Oxa-3,5-dithia-4-stannatetradecanoic acid, 10-ethyl-4-[[2-[(2-ethylhexyl)oxy]-2-o xoethyl",57583-34-3,iberville-la,Plaquemine,"Georgia Gulf Chemicals & Vinyls, LLC",0,136
"8-Oxa-3,5-dithia-4-stannatetradecanoic acid, 10-ethyl-4,4-dimethyl-7-oxo-, 2-ethylhexyl est",57583-35-4,iberville-la,Plaquemine,"Georgia Gulf Chemicals & Vinyls, LLC",0,136
"Octadecanoic acid, 1,1'-(1,2-ethanediyl) ester",627-83-8,iberville-la,Plaquemine,"Georgia Gulf Chemicals & Vinyls, LLC",0,136
"Ethane, 1,1,1,2-tetrachloro-",630-20-6,iberville-la,PLAQUEMINE,SHINTECH PLAQUEMINE PLANT,0,136
"Residues (petroleum), steam-cracked",64742-90-1,iberville-la,Plaquemine,The Dow Chemical Company,0,136
"Ethanaminium, 2-hydroxy-N,N,N-trimethyl-, chloride (1:1)",67-48-1,iberville-la,SAINT GABRIEL,BCP INGREDIENTS INC,0,136
2-Propanone,67-64-1,iberville-la,Plaquemine,"Georgia Gulf Chemicals & Vinyls, LLC",0,136
"Methane, trichloro-",67-66-3,iberville-la,PLAQUEMINE,SHINTECH PLAQUEMINE PLANT,0,136
"Fatty acids, C14-18 and C16-18-unsatd.",67701-06-8,iberville-la,Plaquemine,"Georgia Gulf Chemicals & Vinyls, LLC",0,136
"Ethanol, 2-[[2-(2-h ydroxyethoxy)ethyl]methylamino]-",68213-98-9,iberville-la,Plaquemine,The Dow Chemical Company,0,136
"Distillates (petroleum), light distillate hydrotreating process, low-boiling",68410-97-9,iberville-la,Plaquemine,The Dow Chemical Company,0,136
"Distillates (petroleum), steam-cracked, C8-12 fraction",68477-54-3,iberville-la,Plaquemine,The Dow Chemical Company,0,136
"Naphtha (petroleum), light steam-cracked arom.",68527-23-1,iberville-la,Plaquemine,The Dow Chemical Company,0,136
"Benzene, ethylenated, residues",68987-42-8,iberville-la,Carville,Total Petrochemicals & Refining USA Inc. Styrene Joint Venture,0,136
Benzene,71-43-2,iberville-la,Plaquemine,The Dow Chemical Company,0,136
Benzene,71-43-2,iberville-la,PLAQUEMINE,SHINTECH PLAQUEMINE PLANT,0,136
Ethane,74-84-0,iberville-la,PLAQUEMINE,CROSSTEX LIG LIQUIDS LLC - PLAQUEMINE GAS PLANT,0,136
"Methane, chloro-",74-87-3,iberville-la,PLAQUEMINE,SHINTECH PLAQUEMINE PLANT,0,136
Hydrocyanic acid,74-90-8,iberville-la,SAINT GABRIEL,SYNGENTA CROP PROTECTION INC SAINT GABRIEL FACILITY,0,136
Propane,74-98-6,iberville-la,PLAQUEMINE,CROSSTEX LIG LIQUIDS LLC - PLAQUEMINE GAS PLANT,0,136
"Ethane, chloro-",75-00-3,iberville-la,PLAQUEMINE,SHINTECH PLAQUEMINE PLANT,0,136
"Propane, 2-methyl-",75-28-5,iberville-la,PLAQUEMINE,CROSSTEX LIG LIQUIDS LLC - PLAQUEMINE GAS PLANT,0,136
"Ethene, chloro-",75-01-4,iberville-la,Plaquemine,"Georgia Gulf Chemicals & Vinyls, LLC",0,136
"Ethene, chloro-",75-01-4,iberville-la,PLAQUEMINE,SHINTECH PLAQUEMINE PLANT,0,136
Ethanamine,75-04-7,iberville-la,SAINT GABRIEL,TAMINCO INC,0,136
2-Propanamine,75-31-0,iberville-la,SAINT GABRIEL,TAMINCO INC,0,136
"Ethane, 1,1-dichloro-",75-34-3,iberville-la,PLAQUEMINE,SHINTECH PLAQUEMINE PLANT,0,136
"Ethene, 1,1-dichloro-",75-35-4,iberville-la,PLAQUEMINE,SHINTECH PLAQUEMINE PLANT,0,136
"Methane, difluoro-",75-10-5,iberville-la,SAINT GABRIEL,MEXICHEM FLUOR INC.,0,136
Oxirane,75-21-8,iberville-la,Plaquemine,The Dow Chemical Company,0,136
"Ethane, 2-chloro-1,1,1-trifluoro-",75-88-7,iberville-la,SAINT GABRIEL,MEXICHEM FLUOR INC.,0,136
"Methane, chlorodifluoro-",75-45-6,iberville-la,SAINT GABRIEL,MEXICHEM FLUOR INC.,0,136
"Oxirane, 2-methyl-",75-56-9,iberville-la,Plaquemine,The Dow Chemical Company,0,136
"Ethane, 1,1,1,2,2-pentachloro-",76-01-7,iberville-la,PLAQUEMINE,SHINTECH PLAQUEMINE PLANT,0,136
"Nitrous acid, sodium salt (1:1)",7632-00-0,iberville-la,SAINT GABRIEL,HARCROS CHEMICALS INC,0,136
Hydrochloric acid,7647-01-0,iberville-la,PLAQUEMINE,SHINTECH PLAQUEMINE PLANT,0,136
Hydrochloric acid,7647-01-0,iberville-la,Plaquemine,"Georgia Gulf Chemicals & Vinyls, LLC",0,136
Metallic alkyl alkoxide complex (PROVISIONAL),76358,iberville-la,Plaquemine,The Dow Chemical Company,0,136
"2-Butene, 1,4-dichloro-",764-41-0,iberville-la,PLAQUEMINE,SHINTECH PLAQUEMINE PLANT,0,136
Hydrochloric acid,7647-01-0,iberville-la,SAINT GABRIEL,SYNGENTA CROP PROTECTION INC SAINT GABRIEL FACILITY,0,136
Hydrochloric acid,7647-01-0,iberville-la,SAINT GABRIEL,MEXICHEM FLUOR INC.,0,136
Hydrofluoric acid,7664-39-3,iberville-la,SAINT GABRIEL,MEXICHEM FLUOR INC.,0,136
Ammonia,7664-41-7,iberville-la,PLAQUEMINE,SHINTECH PLAQUEMINE PLANT,0,136
"Hypochlorous acid, sodium salt (1:1)",7681-52-9,iberville-la,ST. GABRIEL,ALTIVIA ST. GABRIEL,0,136
"Phosphoric acid, ammonium salt (1:1)",7722-76-1,iberville-la,SAINT GABRIEL,SYNGENTA CROP PROTECTION INC SAINT GABRIEL FACILITY,0,136
Chlorine,7782-50-5,iberville-la,ST. GABRIEL,ALTIVIA ST. GABRIEL,0,136
Chlorine,7782-50-5,iberville-la,ST. GABRIEL,PIONEER AMERICAS LLC (DBA OLIN CHLOR ALKALI PRODUCTS),0,136
Chlorine,7782-50-5,iberville-la,PLAQUEMINE,SHINTECH PLAQUEMINE PLANT,0,136
Chlorine,7782-50-5,iberville-la,Plaquemine,"Georgia Gulf Chemicals & Vinyls, LLC",0,136
"1,3-Butadiene, 2-methyl-",78-79-5,iberville-la,PLAQUEMINE,DEXCO POLYMERS LP,0,136
"Ethene, 1,1,2-trichloro-",79-01-6,iberville-la,PLAQUEMINE,SHINTECH PLAQUEMINE PLANT,0,136
"2-Propanol, 1-amino-",78-96-6,iberville-la,Plaquemine,The Dow Chemical Company,0,136
"Ethane, 1,1,2-trichloro-",79-00-5,iberville-la,PLAQUEMINE,SHINTECH PLAQUEMINE PLANT,0,136
2-Propenamide,79-06-1,iberville-la,Plaquemine,SNF FLOPAM INC.,0,136
"Ethane, 1,1,2,2-tetrachloro-",79-34-5,iberville-la,PLAQUEMINE,SHINTECH PLAQUEMINE PLANT,0,136
"Castor oil, hydrogenated",8001-78-3,iberville-la,Plaquemine,"Georgia Gulf Chemicals & Vinyls, LLC",0,136
Paraffin waxes and Hydrocarbon waxes,8002-74-2,iberville-la,Plaquemine,"Georgia Gulf Chemicals & Vinyls, LLC",0,136
"Soybean oil, epoxidized",8013-07-8,iberville-la,Plaquemine,"Georgia Gulf Chemicals & Vinyls, LLC",0,136
"Ethane, 1,1,1,2-tetrafluoro-",811-97-2,iberville-la,SAINT GABRIEL,MEXICHEM FLUOR INC.,0,136
"Phenol, 2-(1-methylpropyl)-4,6-dinitro-",88-85-7,iberville-la,Carville,Total Petrochemicals & Refining USA Inc. Styrene Joint Venture,0,136
"Ethanol, 2-[bis(1-methylethyl)amino]-",96-80-0,iberville-la,SAINT GABRIEL,TAMINCO INC,0,136
"Ethanone, 2,2-dichloro-1-(2,3-dihydro-3-methyl-4H- 1,4-benzoxazin-4-yl)-",98730-04-2,iberville-la,SAINT GABRIEL,SYNGENTA CROP PROTECTION INC SAINT GABRIEL FACILITY,0,136
"Benzene, (1-methylethenyl)-",98-83-9,iberville-la,Plaquemine,"Georgia Gulf Chemicals & Vinyls, LLC",0,136
"Ethene, chloro-",000075-01-4,brazoria-tx,Freeport,The Dow Chemical Company - Freeport,0,343
"Methane, tetrachloro-",000056-23-5,brazoria-tx,Freeport,The Dow Chemical Company - Freeport,0,343
"1,2-Propanediol",000057-55-6,brazoria-tx,Freeport,The Dow Chemical Company - Freeport,0,343
"Glycine, N,N'-1,2-ethanediylbis[N-(carboxymethyl)-",000060-00-4,brazoria-tx,Freeport,The Dow Chemical Company - Freeport,0,343
2-Propanone,000067-64-1,brazoria-tx,Freeport,The Dow Chemical Company - Freeport,0,343
"Methane, trichloro-",000067-66-3,brazoria-tx,Freeport,The Dow Chemical Company - Freeport,0,343
Ethene,000074-85-1,brazoria-tx,Freeport,The Dow Chemical Company - Freeport,0,343
"Methane, chloro-",000074-87-3,brazoria-tx,Freeport,The Dow Chemical Company - Freeport,0,343
"Propane, 1,2-dichloro-",000078-87-5,brazoria-tx,Freeport,The Dow Chemical Company - Freeport,0,343
"Ethane, 1,1,2-trichloro-",000079-00-5,brazoria-tx,Freeport,The Dow Chemical Company - Freeport,0,343
"Phenol, 4,4'-(1-methylethylidene)bis-",000080-05-7,brazoria-tx,Freeport,The Dow Chemical Company - Freeport,0,343
"Hydroperoxide, 1-methyl-1-phenylethyl",000080-15-9,brazoria-tx,Freeport,The Dow Chemical Company - Freeport,0,343
"Propane, 1,2,3-trichloro-",000096-18-4,brazoria-tx,Freeport,The Dow Chemical Company - Freeport,0,343
"Benzene, 1,1'-oxybis-",000101-84-8,brazoria-tx,Freeport,The Dow Chemical Company - Freeport,0,343
"1-Propene, 3-chloro-",000107-05-1,brazoria-tx,Freeport,The Dow Chemical Company - Freeport,0,343
"Ethane, 1,2-dichloro-",000107-06-2,brazoria-tx,Freeport,The Dow Chemical Company - Freeport,0,343
Phenol,000108-95-2,brazoria-tx,Freeport,The Dow Chemical Company - Freeport,0,343
"Ethanol, 2-[(2-aminoethyl)amino]-",000111-41-1,brazoria-tx,Freeport,The Dow Chemical Company - Freeport,0,343
1-propene,000115-07-1,brazoria-tx,Freeport,The Dow Chemical Company - Freeport,0,343
"Ethene, 1,2-dichloro-",000540-59-0,brazoria-tx,Freeport,The Dow Chemical Company - Freeport,0,343
"1-Propene, 1,3-dichloro-",000542-75-6,brazoria-tx,Freeport,The Dow Chemical Company - Freeport,0,343
"1-Propene, 2-chloro-",000557-98-2,brazoria-tx,Freeport,The Dow Chemical Company - Freeport,0,343
"Benzene, 1,2,3,4,5-pentachloro-",000608-93-5,brazoria-tx,Freeport,The Dow Chemical Company - Freeport,0,343
"1-Propanol, 2,3-dichloro-",000616-23-9,brazoria-tx,Freeport,The Dow Chemical Company - Freeport,0,343
"Oxirane, 2,2'-[(1-methylethylidene)bis(4,1-phenyleneoxymethylene)]bis-",001675-54-3,brazoria-tx,Freeport,The Dow Chemical Company - Freeport,0,343
"2-Pyridinecarboxylic acid, 4-amino-3,5,6-trichloro-",001918-02-1,brazoria-tx,Freeport,The Dow Chemical Company - Freeport,0,343
"Hydrocarbons, C3, chloro",068390-96-5,brazoria-tx,Freeport,The Dow Chemical Company - Freeport,0,343
"Ethane, chloro derivs.",068411-72-3,brazoria-tx,Freeport,The Dow Chemical Company - Freeport,0,343
"Pyridine, chloro derivs.",068412-40-8,brazoria-tx,Freeport,The Dow Chemical Company - Freeport,0,343
"Hydrocarbons, C4, ethylene-manuf.-by-product",068476-52-8,brazoria-tx,Freeport,The Dow Chemical Company - Freeport,0,343
"Silane, tetrachloro-",10026-04-7,brazoria-tx,Freeport,ShinEtsu Silicones of America,0,343
Hydrochloric acid,007647-01-0,brazoria-tx,Freeport,The Dow Chemical Company - Freeport,0,343
Chlorine,007782-50-5,brazoria-tx,Freeport,The Dow Chemical Company - Freeport,0,343
Hypochlorous acid,007790-92-3,brazoria-tx,Freeport,The Dow Chemical Company - Freeport,0,343
"Benzene, trichloro-",012002-48-1,brazoria-tx,Freeport,The Dow Chemical Company - Freeport,0,343
"2-Pyridinecarbonitrile, 3,4,5,6-tetrachloro-",017824-83-8,brazoria-tx,Freeport,The Dow Chemical Company - Freeport,0,343
"Propanol, [(1-methyl-1,2-ethanediyl)bis(oxy)]bis-",024800-44-0,brazoria-tx,Freeport,The Dow Chemical Company - Freeport,0,343
"Propanol, oxybis-",025265-71-8,brazoria-tx,Freeport,The Dow Chemical Company - Freeport,0,343
"Hydroxylamine, sulfate (2:1)",10039-54-0,brazoria-tx,FREEPORT,BASF CORP,0,343
"Benzene, ethenyl-",100-42-5,brazoria-tx,PEARLAND,SOLVENTS & CHEMICALS,0,343
Calcium chloride (CaCl2),10043-52-4,brazoria-tx,PEARLAND,SOLVENTS & CHEMICALS,0,343
"1,3,5,7-T etraazatricyclo[3.3.1.13,7]decane",100-97-0,brazoria-tx,ALVIN,ASCEND PERFORMANCE MATERIALS CHOCOLATE BAYOU PLANT,0,343
"Benzene, 1,1'-oxybis-",101-84-8,brazoria-tx,ALVIN,ASCEND PERFORMANCE MATERIALS CHOCOLATE BAYOU PLANT,0,343
"Ethanol, 2,2',2''-nitrilotris-",102-71-6,brazoria-tx,PEARLAND,SOLVENTS & CHEMICALS,0,343
"2-Propenoic acid, 2-ethylhexyl ester",103-11-7,brazoria-tx,FREEPORT,BASF CORP,0,343
"1-Hexanol, 2-ethyl-",104-76-7,brazoria-tx,PEARLAND,SOLVENTS & CHEMICALS,0,343
"1-Hexanol, 2-ethyl-",104-76-7,brazoria-tx,FREEPORT,BASF CORP,0,343
"Ethanol, 2,2'-(methylimino)bis-",105-59-9,brazoria-tx,Freeport,The Dow Chemical Company - Freeport,0,343
"2H-Azepin-2-one, hexahydro-",105-60-2,brazoria-tx,FREEPORT,BASF CORP,0,343
"Phenol, 2,4-dimethyl-",105-67-9,brazoria-tx,FREEPORT,SI GROUP INC,0,343
"Neodecanoic acid, neodymium(3+) salt (3:1)",106726-11-8,brazoria-tx,FREEPORT,PERSTORP COATING FREEPORT PLANT,0,343
"Oxirane, 2-ethyl-",106-88-7,brazoria-tx,Freeport,The Dow Chemical Company - Freeport,0,343
"Oxirane, 2-(chloromethyl)-",106-89-8,brazoria-tx,PEARLAND,SOLVENTS & CHEMICALS,0,343
"Oxirane, 2-(chloromethyl)-",106-89-8,brazoria-tx,Freeport,The Dow Chemical Company - Freeport,0,343
"2-Propenoic acid, 2-methyl-, 2-oxiranylmethyl ester",106-91-2,brazoria-tx,Freeport,The Dow Chemical Company - Freeport,0,343
"2-Propenoic acid, 2-methylpropyl ester",106-63-8,brazoria-tx,FREEPORT,BASF CORP,0,343
Butane,106-97-8,brazoria-tx,OLD OCEAN,CONOCOPHILLIPS SWEENY REFINERY,0,343
Butane,106-97-8,brazoria-tx,OLD OCEAN,CHEVRON PHILLIPS CHEMICAL SWEENY COMPLEX,0,343
"1,3-Butadiene",106-99-0,brazoria-tx,ALVIN,INEOS USA LLC - CHOCOLATE BAYOU PLANT,0,343
"1,3-Butadiene",106-99-0,brazoria-tx,OLD OCEAN,CONOCOPHILLIPS SWEENY REFINERY,0,343
2-Propenenitrile,107-13-1,brazoria-tx,ALVIN,ASCEND PERFORMANCE MATERIALS CHOCOLATE BAYOU PLANT,0,343
"1,2-Ethanediamine",107-15-3,brazoria-tx,FREEPORT,HUNTSMAN ETHYLENEAMINES PLANT,0,343
"1,2-Ethanediol",107-21-1,brazoria-tx,PEARLAND,SOLVENTS & CHEMICALS,0,343
"2-Propanol, 1-methoxy-",107-98-2,brazoria-tx,PEARLAND,SOLVENTS & CHEMICALS,0,343
"Ethanol, 2-(dimethylamino)-",108-01-0,brazoria-tx,PEARLAND,SOLVENTS & CHEMICALS,0,343
"2,4-Pentanediol, 2-methyl-",107-41-5,brazoria-tx,PEARLAND,SOLVENTS & CHEMICALS,0,343
"Pentane, 2-methyl-",107-83-5,brazoria-tx,PEARLAND,SOLVENTS & CHEMICALS,0,343
"2-Pentanone, 4-methyl-",108-10-1,brazoria-tx,PEARLAND,SOLVENTS & CHEMICALS,0,343
"2-Pentanol, 4-methyl-",108-11-2,brazoria-tx,PEARLAND,SOLVENTS & CHEMICALS,0,343
"Acetic acid, 1-methylethyl ester",108-21-4,brazoria-tx,PEARLAND,SOLVENTS & CHEMICALS,0,343
"2-Propanol, 1-methoxy-, 2-acetate",108-65-6,brazoria-tx,PEARLAND,SOLVENTS & CHEMICALS,0,343
"1,3,5-Triazine, hexahydro-1,3,5-trimethyl-",108-74-7,brazoria-tx,Freeport,Nalco Company,0,343
"1,3-Dioxolan-2-one, 4-methyl-",108-32-7,brazoria-tx,PEARLAND,SOLVENTS & CHEMICALS,0,343
"Benzene, methyl-",108-88-3,brazoria-tx,OLD OCEAN,CONOCOPHILLIPS SWEENY REFINERY,0,343
"Benzene, methyl-",108-88-3,brazoria-tx,PEARLAND,SOLVENTS & CHEMICALS,0,343
Cyclohexanone,108-94-1,brazoria-tx,PEARLAND,SOLVENTS & CHEMICALS,0,343
Cyclohexanone,108-94-1,brazoria-tx,FREEPORT,BASF CORP,0,343
"Acetic acid, propyl ester",109-60-4,brazoria-tx,PEARLAND,SOLVENTS & CHEMICALS,0,343
Cyclohexanol,108-93-0,brazoria-tx,FREEPORT,BASF CORP,0,343
Pentane,109-66-0,brazoria-tx,OLD OCEAN,CONOCOPHILLIPS SWEENY REFINERY,0,343
"Ethanol, 2-(methylamino)-",109-83-1,brazoria-tx,Freeport,The Dow Chemical Company - Freeport,0,343
2-Heptanone,110-43-0,brazoria-tx,PEARLAND,SOLVENTS & CHEMICALS,0,343
Cyclohexane,110-82-7,brazoria-tx,OLD OCEAN,CONOCOPHILLIPS SWEENY REFINERY,0,343
"1,2-Ethanediamine, N1,N2-bis(2-aminoethyl)-",112-24-3,brazoria-tx,FREEPORT,HUNTSMAN ETHYLENEAMINES PLANT,0,343
Morpholine,110-91-8,brazoria-tx,PEARLAND,SOLVENTS & CHEMICALS,0,343
Hexane,110-54-3,brazoria-tx,OLD OCEAN,CONOCOPHILLIPS SWEENY REFINERY,0,343
"1,2-Ethanediamine, N1-(2-aminoethyl)-",111-40-0,brazoria-tx,FREEPORT,HUNTSMAN ETHYLENEAMINES PLANT,0,343
"Ethanol, 2-[(2-aminoethyl)amino]-",111-41-1,brazoria-tx,FREEPORT,HUNTSMAN ETHYLENEAMINES PLANT,0,343
Hexane,110-54-3,brazoria-tx,PEARLAND,SOLVENTS & CHEMICALS,0,343
Piperazine,110-85-0,brazoria-tx,FREEPORT,HUNTSMAN ETHYLENEAMINES PLANT,0,343
Decanedioic acid,111-20-6,brazoria-tx,PEARLAND,SOLVENTS & CHEMICALS,0,343
"1,5-Pentanediol",111-29-5,brazoria-tx,FREEPORT,BASF CORP,0,343
"Ethanol, 2-(2-butoxyethoxy)-",112-34-5,brazoria-tx,PEARLAND,SOLVENTS & CHEMICALS,0,343
