CHEMICAL_NAME,CHEMICAL_ID_NUMBER,County-State,SITE_CITY,Public_CDR_SUBMISSIONS_SITE_NAME,is_rising,count
"Fatty acids, tallow, hydrogenated, reaction products with aluminum isopropoxide and benzoic",68201-44-5,monmouth-nj,WALL,BEL-RAY CO INC,0,105
"4,7-Methano-1H-indenol, 3a,4,5,6,7,7a-hexahydro-, propanoate",68912-13-0,monmouth-nj,HAZLET,INTERNATIONAL FLAVORS & FRAGRANCES INC,0,105
"Terpenes and Terpenoids, lemon-oil",68917-33-9,monmouth-nj,HAZLET,INTERNATIONAL FLAVORS & FRAGRANCES INC,0,105
"Bicyclo[2.2.1]heptan-2-one, 1,7,7-trimethyl-",76-22-2,monmouth-nj,HAZLET,INTERNATIONAL FLAVORS & FRAGRANCES INC,0,105
"Phosphoric acid, ammonium salt (1:1)",7722-76-1,monmouth-nj,HAZLET,"SHANCO INTERNATIONAL, INC",0,105
"Phosphoric acid, ammonium salt (1:2)",7783-28-0,monmouth-nj,HAZLET,"SHANCO INTERNATIONAL, INC",0,105
"3-Octanol, 3,7-dimethyl-",78-69-3,monmouth-nj,HAZLET,INTERNATIONAL FLAVORS & FRAGRANCES INC,0,105
"1,6-Octadien-3-ol, 3,7-dimethyl-",78-70-6,monmouth-nj,HAZLET,INTERNATIONAL FLAVORS & FRAGRANCES INC,0,105
Terpineol,8000-41-7,monmouth-nj,HAZLET,INTERNATIONAL FLAVORS & FRAGRANCES INC,0,105
"Oils, eucalyptus",8000-48-4,monmouth-nj,HAZLET,INTERNATIONAL FLAVORS & FRAGRANCES INC,0,105
"Terpineol, acetate",8007-35-0,monmouth-nj,HAZLET,INTERNATIONAL FLAVORS & FRAGRANCES INC,0,105
"Oils, orange, sweet",8008-57-9,monmouth-nj,HAZLET,INTERNATIONAL FLAVORS & FRAGRANCES INC,0,105
"Oils, patchouli",8014-09-3,monmouth-nj,HAZLET,INTERNATIONAL FLAVORS & FRAGRANCES INC,0,105
"Benzenepropanal, 4-(1,1-dimethylethyl)-.alpha.-methyl-",80-54-6,monmouth-nj,HAZLET,INTERNATIONAL FLAVORS & FRAGRANCES INC,0,105
"3-Decen-5-ol, 4-methyl-",81782-77-6,monmouth-nj,HAZLET,INTERNATIONAL FLAVORS & FRAGRANCES INC,0,105
"1,2-Benzenedicarboxylic acid, 1,2-diethyl ester",84-66-2,monmouth-nj,HAZLET,INTERNATIONAL FLAVORS & FRAGRANCES INC,0,105
"Cyclohexanol, 2-(1,1-dimethylethyl)-, 1-acetate",88-41-5,monmouth-nj,HAZLET,INTERNATIONAL FLAVORS & FRAGRANCES INC,0,105
"Benzoic acid, 2-[[3-[4-(1,1-dimethylethyl)phenyl]-2-m ethylpropylidene]amino]-, methyl este",91-51-0,monmouth-nj,HAZLET,INTERNATIONAL FLAVORS & FRAGRANCES INC,0,105
2H-1-Benzopyran-2-one,91-64-5,monmouth-nj,HAZLET,INTERNATIONAL FLAVORS & FRAGRANCES INC,0,105
"Naphthalene, 2-methoxy-",93-04-9,monmouth-nj,HAZLET,INTERNATIONAL FLAVORS & FRAGRANCES INC,0,105
"Benzenemethanol, .alpha.-methyl-, 1-acetate",93-92-5,monmouth-nj,HAZLET,INTERNATIONAL FLAVORS & FRAGRANCES INC,0,105
".alpha.-D-Glucopyranoside, methyl",97-30-3,monmouth-nj,HAZLET,"SHANCO INTERNATIONAL, INC",0,105
"13-Docosenamide, N-octadecyl-, (13Z)-",10094-45-8,clinton-pa,MILL HALL,CRODA INC,0,41
"Glycine, N-methyl-N-[(9Z)-1-oxo-9-octadecen-1-y l]-",110-25-8,clinton-pa,MILL HALL,CRODA INC,0,41
"Octadecanamide, N,N'-1,2-ethanediylbis-",110-30-5,clinton-pa,MILL HALL,CRODA INC,0,41
"9-Octadecenamide, N,N'-1,2-ethanediylbis-, (9Z,9'Z)-",110-31-6,clinton-pa,MILL HALL,CRODA INC,0,41
"Decanoic acid, ester with 2-ethyl-2-(hydroxymethyl)-1,3-p ropanediol octanoate",11138-60-6,clinton-pa,MILL HALL,CRODA INC,0,41
"13-Docosenamide, (13Z)-",112-84-5,clinton-pa,MILL HALL,CRODA INC,0,41
Docosanoic acid,112-85-6,clinton-pa,MILL HALL,CRODA INC,0,41
"13-Docosenoic acid, (13Z)-",112-86-7,clinton-pa,MILL HALL,CRODA INC,0,41
Octadecanamide,124-26-5,clinton-pa,MILL HALL,CRODA INC,0,41
"D-Glucopyranose, oligomeric, C9-11-alkyl glycosides",132778-08-6,clinton-pa,MILL HALL,CRODA INC,0,41
"Glycine, N-methyl-N-(1-oxododecyl)-, sodium salt (1:1)",137-16-6,clinton-pa,MILL HALL,CRODA INC,0,41
"Fatty acids, C18-unsatd., dimers, di-Me esters, hydrogenated",147853-32-5,clinton-pa,MILL HALL,CRODA INC,0,41
"Hexadecanamide, N-(9Z)-9-octadecen-1-yl-",16260-09-6,clinton-pa,MILL HALL,CRODA INC,0,41
"Octadecanoic acid, 2-ethylhexyl ester",22047-49-0,clinton-pa,MILL HALL,CRODA INC,0,41
"Benzenesulfonic acid, dodecyl-, calcium salt (2:1)",26264-06-2,clinton-pa,MILL HALL,CRODA INC,0,41
"Sorbitan, tri-(9Z)-9-octadecenoate",26266-58-0,clinton-pa,MILL HALL,CRODA INC,0,41
"Hexanedioic acid, 1,6-diisodecyl ester",27178-16-1,clinton-pa,MILL HALL,CRODA INC,0,41
Isooctadecanol,27458-93-1,clinton-pa,MILL HALL,CRODA INC,0,41
"Nonanedioic acid, 1,9-diisodecyl ester",28472-97-1,clinton-pa,MILL HALL,CRODA INC,0,41
"Hexadecanoic acid, 2-ethylhexyl ester",29806-73-3,clinton-pa,MILL HALL,CRODA INC,0,41
"9-Octadecenamide, (9Z)-",301-02-0,clinton-pa,MILL HALL,CRODA INC,0,41
Isooctadecanoic acid,30399-84-9,clinton-pa,MILL HALL,CRODA INC,0,41
Docosanamide,3061-75-4,clinton-pa,MILL HALL,CRODA INC,0,41
"1,2,4-Benzenetricarboxylic acid, 1,2,4-triisodecyl ester",36631-30-8,clinton-pa,MILL HALL,CRODA INC,0,41
"Phosphoric acid, monohexyl ester",3900-04-7,clinton-pa,MILL HALL,CRODA INC,0,41
"Benzoic acid, 2-ethylhexyl ester",5444-75-7,clinton-pa,MILL HALL,CRODA INC,0,41
"1,2-Propanediol",57-55-6,clinton-pa,MILL HALL,CRODA INC,0,41
"Fatty acids, C18-unsatd., dimers",61788-89-4,clinton-pa,MILL HALL,CRODA INC,0,41
"Onium compounds, morpholinium, 4-ethyl-4-soya alkyl, Et sulfates",61791-34-2,clinton-pa,MILL HALL,CRODA INC,0,41
"Ethanol, 2,2'-iminobis-, N-tallow alkyl derivs.",61791-44-4,clinton-pa,MILL HALL,CRODA INC,0,41
"Solvent naphtha (petroleum), light arom.",64742-95-6,clinton-pa,MILL HALL,CRODA INC,0,41
"1,2,4-Benzenetricarboxylic acid, decyl octyl ester",67989-23-5,clinton-pa,MILL HALL,CRODA INC,0,41
"Lanolin, wax",68201-49-0,clinton-pa,MILL HALL,CRODA INC,0,41
"Fatty acids, C18-unsatd., dimers, 2-ethylhexyl esters",68334-05-4,clinton-pa,MILL HALL,CRODA INC,0,41
"Fatty acids, C14-22",68424-37-3,clinton-pa,MILL HALL,CRODA INC,0,41
"D-Glucopyranose, oligomeric, decyl octyl glycosides",68515-73-1,clinton-pa,MILL HALL,CRODA INC,0,41
"Fatty acids, C18-unsatd., dimers, hydrogenated",68783-41-5,clinton-pa,MILL HALL,CRODA INC,0,41
"Fatty acids, C18-unsatd., trimers",68937-90-6,clinton-pa,MILL HALL,CRODA INC,0,41
"Amines, C36-alkylenedi-",68955-56-6,clinton-pa,MILL HALL,CRODA INC,0,41
Lanolin,8006-54-0,clinton-pa,MILL HALL,CRODA INC,0,41
"1,2,4-Benzenetricarboxylic acid, tri-C9-11-alkyl esters",94279-36-4,clinton-pa,MILL HALL,CRODA INC,0,41
"13-Docosenamide, N-octadecyl-, (13Z)-",10094-45-8,shelby-tn,MEMPHIS,PMC BIOGENIX INC,0,117
"Hexanedioic acid, 1,6-bis(2-ethylhexyl) ester",103-23-1,shelby-tn,MEMPHIS,HARCROS CHEMICALS INC,0,117
"Octadecanoic acid, 12-hydroxy-",106-14-9,shelby-tn,Memphis,Excalibur Lipid Technology,0,117
Butane,106-97-8,shelby-tn,MEMPHIS,VALERO REFINING CO - TENNESSEE LLC,0,117
"Furan, tetrahydro-",109-99-9,shelby-tn,Memphis,Pennakem,0,117
Furan,110-00-9,shelby-tn,Memphis,Pennakem,0,117
"Octadecanamide, N,N'-1,2-ethanediylbis-",110-30-5,shelby-tn,MEMPHIS,PMC BIOGENIX INC,0,117
"9-Octadecenamide, N,N'-1,2-ethanediylbis-, (9Z,9'Z)-",110-31-6,shelby-tn,MEMPHIS,PMC BIOGENIX INC,0,117
"9-Octadecenoic acid (9Z)-, methyl ester",112-62-9,shelby-tn,MEMPHIS,PMC BIOGENIX INC,0,117
9-Octadecenoic acid (9Z)-,112-80-1,shelby-tn,Memphis,Excalibur Lipid Technology,0,117
9-Octadecenoic acid (9Z)-,112-80-1,shelby-tn,MEMPHIS,PMC BIOGENIX INC,0,117
"13-Docosenamide, (13Z)-",112-84-5,shelby-tn,MEMPHIS,PMC BIOGENIX INC,0,117
Docosanoic acid,112-85-6,shelby-tn,MEMPHIS,PMC BIOGENIX INC,0,117
"13-Docosenoic acid, (13Z)-",112-86-7,shelby-tn,MEMPHIS,PMC BIOGENIX INC,0,117
"4,7-Methanoisobenzofuran-1,3-dione, 4,5,6,7,8,8-hexachloro-3a,4,7,7a-t etrahydro-",115-27-5,shelby-tn,MEMPHIS,VELSICOL CHEMICAL COMPANY,0,117
"9-Octadecenoic acid (9Z)-, 1,1',1''-(1,2,3-propanetriyl) ester",122-32-7,shelby-tn,MEMPHIS,PMC BIOGENIX INC,0,117
Carbon Dioxide,124389,shelby-tn,Memphis,Arkema Inc.,0,117
Octadecanamide,124-26-5,shelby-tn,MEMPHIS,PMC BIOGENIX INC,0,117
Sodium hydroxide (Na(OH)),1310-73-2,shelby-tn,MEMPHIS,IDEAL CHEMICAL & SUPPLY CO,0,117
Sodium hydroxide (Na(OH)),1310-73-2,shelby-tn,MEMPHIS,HARCROS CHEMICALS INC,0,117
"Octadecanamide, N-octadecyl-",13276-08-9,shelby-tn,MEMPHIS,PMC BIOGENIX INC,0,117
"Sorbitan, mono-(9Z)-9-octadecenoate",1338-43-8,shelby-tn,MEMPHIS,PMC BIOGENIX INC,0,117
Titanium oxide (TiO2),13463-67-7,shelby-tn,MEMPHIS,IDEAL CHEMICAL & SUPPLY CO,0,117
Dodecanoic acid,143-07-7,shelby-tn,Memphis,Excalibur Lipid Technology,0,117
Sodium cyanide (Na(CN)),143-33-9,shelby-tn,MEMPHIS,DUPONT MEMPHIS PLANT,0,117
Potassium cyanide (K(CN)),151-50-8,shelby-tn,MEMPHIS,DUPONT MEMPHIS PLANT,0,117
"Octadecanoic acid, calcium salt (2:1)",1592-23-0,shelby-tn,MEMPHIS,PMC BIOGENIX INC,0,117
"Hexadecanamide, N-(9Z)-9-octadecen-1-yl-",16260-09-6,shelby-tn,MEMPHIS,PMC BIOGENIX INC,0,117
"Furan, 2,2'-(1-methylethylidene)bis-",17920-88-6,shelby-tn,Memphis,Pennakem,0,117
"Propanenitrile, 2-amino-2-methyl-",19355-69-2,shelby-tn,MEMPHIS,DUPONT MEMPHIS PLANT,0,117
"9,10-Anthracenedione, 2-ethyl-, spent catalyst, from hydrogen peroxide manuf.",215869004,shelby-tn,Memphis,Arkema Inc.,0,117
"9,10-Anthracenedione, 2-(1,2-dimethylpropyl)-, spent catalyst, from hydrogen peroxide manuf",215923469,shelby-tn,Memphis,Arkema Inc.,0,117
"9-Octadecenoic acid (9Z)-, monoester with 1,2,3-propanetriol",25496-72-4,shelby-tn,MEMPHIS,PMC BIOGENIX INC,0,117
"Pentanenitrile, 2-amino-2,4-dimethyl-",26842-43-3,shelby-tn,MEMPHIS,DUPONT MEMPHIS PLANT,0,117
"Aluminum, hydroxybis(octadecanoato-.kappa.O)-",300-92-5,shelby-tn,MEMPHIS,PMC BIOGENIX INC,0,117
"9-Octadecenamide, (9Z)-",301-02-0,shelby-tn,MEMPHIS,PMC BIOGENIX INC,0,117
Docosanamide,3061-75-4,shelby-tn,MEMPHIS,PMC BIOGENIX INC,0,117
"Octadecanoic acid, monoester with 1,2,3-propanetriol",31566-31-1,shelby-tn,MEMPHIS,PMC BIOGENIX INC,0,117
"Ethanone, 1-(3,4-dimethylphenyl)-",3637012,shelby-tn,Memphis,Arkema Inc.,0,117
"Butanenitrile, 2-amino-2-methyl-",4475-95-0,shelby-tn,MEMPHIS,DUPONT MEMPHIS PLANT,0,117
"Octadecanoic acid, lithium salt (1:1)",4485-12-5,shelby-tn,MEMPHIS,PMC BIOGENIX INC,0,117
Eicosanoic acid,506-30-9,shelby-tn,MEMPHIS,PMC BIOGENIX INC,0,117
"Furan, 2-methyl-",534-22-5,shelby-tn,Memphis,Pennakem,0,117
Tetradecanoic acid,544-63-8,shelby-tn,Memphis,Excalibur Lipid Technology,0,117
Tetradecanoic acid,544-63-8,shelby-tn,MEMPHIS,PMC BIOGENIX INC,0,117
"Cyclohexanecarbonitrile, 1-amino-",5496-10-6,shelby-tn,MEMPHIS,DUPONT MEMPHIS PLANT,0,117
"Octadecanoic acid, 1,1',1''-(1,2,3-propanetriyl) ester",555-43-1,shelby-tn,MEMPHIS,PMC BIOGENIX INC,0,117
"Octadecanoic acid, magnesium salt (2:1)",557-04-0,shelby-tn,MEMPHIS,PMC BIOGENIX INC,0,117
"Octadecanoic acid, zinc salt (2:1)",557-05-1,shelby-tn,MEMPHIS,PMC BIOGENIX INC,0,117
"1,2,3-Propanetriol",56-81-5,shelby-tn,MEMPHIS,PMC BIOGENIX INC,0,117
Hexadecanoic acid,57-10-3,shelby-tn,MEMPHIS,PMC BIOGENIX INC,0,117
Octadecanoic acid,57-11-4,shelby-tn,MEMPHIS,PMC BIOGENIX INC,0,117
D-Fructose,57-48-7,shelby-tn,MEMPHIS,CARGILL INC,0,117
2-Furanmethanamine,617-89-0,shelby-tn,Memphis,Pennakem,0,117
"Fatty acids, tallow",61790-37-2,shelby-tn,MEMPHIS,PMC BIOGENIX INC,0,117
"Residues (petroleum), atm. tower",64741-45-3,shelby-tn,MEMPHIS,VALERO REFINING CO - TENNESSEE LLC,0,117
"Naphtha (petroleum), light straight-run",64741-46-4,shelby-tn,MEMPHIS,VALERO REFINING CO - TENNESSEE LLC,0,117
"Naphtha (petroleum), light catalytic cracked",64741-55-5,shelby-tn,MEMPHIS,VALERO REFINING CO - TENNESSEE LLC,0,117
"Distillates (petroleum), light catalytic cracked",64741-59-9,shelby-tn,MEMPHIS,VALERO REFINING CO - TENNESSEE LLC,0,117
"Clarified oils (petroleum), catalytic cracked",64741-62-4,shelby-tn,MEMPHIS,VALERO REFINING CO - TENNESSEE LLC,0,117
"Naphtha (petroleum), full-range alkylate",64741-64-6,shelby-tn,MEMPHIS,VALERO REFINING CO - TENNESSEE LLC,0,117
"Naphtha (petroleum), heavy catalytic reformed",64741-68-0,shelby-tn,MEMPHIS,VALERO REFINING CO - TENNESSEE LLC,0,117
"Neutralizing agents (petroleum), spent sodium hydroxide",64742-40-1,shelby-tn,MEMPHIS,VALERO REFINING CO - TENNESSEE LLC,0,117
"Naphtha (petroleum), hydrotreated light",64742-49-0,shelby-tn,MEMPHIS,VALERO REFINING CO - TENNESSEE LLC,0,117
"Slags, steelmaking",65996-71-6,shelby-tn,MEMPHIS,NUCOR STEEL MEMPHIS INC,0,117
"Dust, steelmaking",65996-72-7,shelby-tn,MEMPHIS,NUCOR STEEL MEMPHIS INC,0,117
Mill scale (ferrous metal),65996-74-9,shelby-tn,MEMPHIS,NUCOR STEEL MEMPHIS INC,0,117
Distillates (coal tar),65996-92-1,shelby-tn,MEMPHIS,STELLA-JONES CORP,0,117
"Pitch, coal tar, high-temp.",65996-93-2,shelby-tn,MEMPHIS,STELLA-JONES CORP,0,117
"Steel manufacture, chemicals",65997-19-5,shelby-tn,MEMPHIS,NUCOR STEEL MEMPHIS INC,0,117
"Fatty acids, C16-18 and C18-unsatd.",67701-08-0,shelby-tn,MEMPHIS,PMC BIOGENIX INC,0,117
"Fatty acids, C16-18",67701-03-5,shelby-tn,Memphis,Excalibur Lipid Technology,0,117
"Fatty acids, C8-18 and C18-unsatd.",67701-05-7,shelby-tn,MEMPHIS,PMC BIOGENIX INC,0,117
"Glycerides, C14-18",67701-27-3,shelby-tn,MEMPHIS,PMC BIOGENIX INC,0,117
"Glycerides, C14-18 mono- and di-",67701-33-1,shelby-tn,MEMPHIS,PMC BIOGENIX INC,0,117
Ashes,68131-74-8,shelby-tn,MEMPHIS,US TVA ALLEN FOSSIL PLANT,0,117
Ashes,68131-74-8,shelby-tn,MEMPHIS,CARGILL INC,0,117
"Hydrocarbons, C5-rich",68476-55-1,shelby-tn,MEMPHIS,VALERO REFINING CO - TENNESSEE LLC,0,117
"Wastes, petroleum",68477-26-9,shelby-tn,MEMPHIS,VALERO REFINING CO - TENNESSEE LLC,0,117
"Gases (petroleum), C4-rich",68477-85-0,shelby-tn,MEMPHIS,VALERO REFINING CO - TENNESSEE LLC,0,117
"Naphtha (petroleum), light catalytic reformed, arom.-free",68513-03-1,shelby-tn,MEMPHIS,VALERO REFINING CO - TENNESSEE LLC,0,117
"Naphtha (petroleum), arom.-contg.",68603-08-7,shelby-tn,MEMPHIS,VALERO REFINING CO - TENNESSEE LLC,0,117
"Hydrocarbons, C3",68606-26-8,shelby-tn,MEMPHIS,VALERO REFINING CO - TENNESSEE LLC,0,117
"Gases (petroleum), alkylation feed",68606-27-9,shelby-tn,MEMPHIS,VALERO REFINING CO - TENNESSEE LLC,0,117
"Naphtha (petroleum), full-range reformed",68919-37-9,shelby-tn,MEMPHIS,VALERO REFINING CO - TENNESSEE LLC,0,117
Potassium peroxymonosulfate sulfate (K5[HSO3(O2)][SO3(O2)](HSO4)2),70693-62-8,shelby-tn,MEMPHIS,DUPONT MEMPHIS PLANT,0,117
"Fatty acids, tallow, hydrogenated, stearic acid fraction, distn. residues",72480-57-0,shelby-tn,MEMPHIS,PMC BIOGENIX INC,0,117
Nickel,7440-02-0,shelby-tn,MEMPHIS,PMC BIOGENIX INC,0,117
Hydrocyanic acid,74-90-8,shelby-tn,MEMPHIS,DUPONT MEMPHIS PLANT,0,117
Propane,74-98-6,shelby-tn,MEMPHIS,VALERO REFINING CO - TENNESSEE LLC,0,117
"Propane, 2-methyl-",75-28-5,shelby-tn,MEMPHIS,VALERO REFINING CO - TENNESSEE LLC,0,117
"Propanenitrile, 2-hydroxy-2-methyl-",75-86-5,shelby-tn,MEMPHIS,LUCITE INTERNATIONAL INC,0,117
Hydrochloric acid,7647-01-0,shelby-tn,MEMPHIS,VELSICOL CHEMICAL COMPANY,0,117
Hydrofluoric acid,7664-39-3,shelby-tn,MEMPHIS,IDEAL CHEMICAL & SUPPLY CO,0,117
Sulfuric acid,7664-93-9,shelby-tn,MEMPHIS,HARCROS CHEMICALS INC,0,117
Sulfuric acid,7664-93-9,shelby-tn,MEMPHIS,VELSICOL CHEMICAL COMPANY,0,117
"Hypochlorous acid, sodium salt (1:1)",7681-52-9,shelby-tn,MEMPHIS,"VERTEX CHEMICAL CORPORATION MEMPHIS, TN",0,117
"Hypochlorous acid, sodium salt (1:1)",7681-52-9,shelby-tn,MEMPHIS,BUCKEYE TECHNOLOGIES INC MEMPHIS PLANT,0,117
Sulfur,7704-34-9,shelby-tn,MEMPHIS,VALERO REFINING CO - TENNESSEE LLC,0,117
Hydrogen peroxide (H2O2),7722-84-1,shelby-tn,Memphis,Arkema Inc.,0,117
"1,3-Cyclopentadiene, 1,2,3,4,5,5-hexachloro-",77-47-4,shelby-tn,MEMPHIS,VELSICOL CHEMICAL COMPANY,0,117
Arsenic acid (H3AsO4),7778-39-4,shelby-tn,MILLINGTON,OSMOSE INC,0,117
"1,2,3-Propanetricarboxylic acid, 2-hydroxy-",77-92-9,shelby-tn,MEMPHIS,IDEAL CHEMICAL & SUPPLY CO,0,117
"1,2,3-Propanetricarboxylic acid, 2-hydroxy-",77-92-9,shelby-tn,MEMPHIS,HARCROS CHEMICALS INC,0,117
Corn oil,8001-30-7,shelby-tn,MEMPHIS,CARGILL INC,0,117
"Castor oil, hydrogenated",8001-78-3,shelby-tn,Memphis,Excalibur Lipid Technology,0,117
Castor oil,8001-79-4,shelby-tn,Memphis,Excalibur Lipid Technology,0,117
Rape oil,8002-13-9,shelby-tn,MEMPHIS,PMC BIOGENIX INC,0,117
Kerosine (petroleum),8008-20-6,shelby-tn,MEMPHIS,VALERO REFINING CO - TENNESSEE LLC,0,117
"Syrups, hydrolyzed starch",8029-43-4,shelby-tn,MEMPHIS,CARGILL INC,0,117
"2-Propenoic acid, 2-methyl-, methyl ester",80-62-6,shelby-tn,MEMPHIS,LUCITE INTERNATIONAL INC,0,117
"9,10-Anthracenedione",84-65-1,shelby-tn,MEMPHIS,INTL PAPER,0,117
"Furan, 2,2'-(1-methylethylidene)bis[tetrahydro-",89686-69-1,shelby-tn,Memphis,Pennakem,0,117
"Furan, tetrahydro-2-methyl-",96-47-9,shelby-tn,Memphis,Pennakem,0,117
"2-Furanmethanol, tetrahydro-",97-99-4,shelby-tn,Memphis,Pennakem,0,117
2-Furanmethanol,98-00-0,shelby-tn,Memphis,Pennakem,0,117
2-Furancarboxaldehyde,98-01-1,shelby-tn,Memphis,Pennakem,0,117
"1,3,5,7-T etraazatricyclo[3.3.1.13,7]decane",100-97-0,hartford-ct,MANCHESTER,"SUMITOMO BAKELITE NORTH AMERICA, INC.",0,24
"Ethanol, 2,2'-[1,4-phenylenebis(oxy)]bis-",104-38-1,hartford-ct,Windsor,"Prochimie International, Inc.",0,24
Phenol,108-95-2,hartford-ct,MANCHESTER,"SUMITOMO BAKELITE NORTH AMERICA, INC.",0,24
"Benzothiazole, 2,2'-dithiobis-",120-78-5,hartford-ct,Windsor,"Prochimie International, Inc.",0,24
"Copper, bis(N,N-dibutylcarbamodithioato-. kappa.S,.kappa.S')-, (SP-4-1)-",13927-71-4,hartford-ct,Windsor,"Prochimie International, Inc.",0,24
"Thioperoxydicarbonic diamide ([(H2N)C(S)]2S2), N,N,N',N'-tetramethyl-",137-26-8,hartford-ct,Windsor,"Prochimie International, Inc.",0,24
"2-Pyrrolidinone, 1-ethyl-",2687-91-4,hartford-ct,Windsor,"Prochimie International, Inc.",0,24
Nepheline syenite,37244-96-5,hartford-ct,MANCHESTER,"SUMITOMO BAKELITE NORTH AMERICA, INC.",0,24
"Glass, oxide, chemicals",65997-17-3,hartford-ct,MANCHESTER,"SUMITOMO BAKELITE NORTH AMERICA, INC.",0,24
Iron,7439-89-6,hartford-ct,Hartford,"Metal Management Aerospace, Inc.",0,24
Molybdenum,7439-98-7,hartford-ct,Hartford,"Metal Management Aerospace, Inc.",0,24
Titanium,7440-32-6,hartford-ct,E. Windsor,Titanium Metals Corporation,0,24
Nickel,7440-02-0,hartford-ct,Hartford,"Metal Management Aerospace, Inc.",0,24
Niobium,7440-03-1,hartford-ct,Hartford,"Metal Management Aerospace, Inc.",0,24
Titanium,7440-32-6,hartford-ct,Hartford,"Metal Management Aerospace, Inc.",0,24
Chromium,7440-47-3,hartford-ct,Hartford,"Metal Management Aerospace, Inc.",0,24
Cobalt,7440-48-4,hartford-ct,Hartford,"Metal Management Aerospace, Inc.",0,24
Copper,7440-50-8,hartford-ct,Hartford,"Metal Management Aerospace, Inc.",0,24
Vanadium,7440-62-2,hartford-ct,Hartford,"Metal Management Aerospace, Inc.",0,24
"Phosphinic acid, sodium salt (1:1)",7681-53-0,hartford-ct,Southington,Uyemura International Corp,0,24
"Sulfuric acid, nickel(2+) salt (1:1)",7786-81-4,hartford-ct,Southington,Uyemura International Corp,0,24
"1,4-Benzenediamine, N1-(1,3-dimethylbutyl)-N4-phenyl-",793-24-8,hartford-ct,Windsor,"Prochimie International, Inc.",0,24
"2-Benzothiazolesulfenamide, N-(1,1-dimethylethyl)-",95-31-8,hartford-ct,Windsor,"Prochimie International, Inc.",0,24
"2-Benzothiazolesulfenamide, N-cyclohexyl-",95-33-0,hartford-ct,Windsor,"Prochimie International, Inc.",0,24
"1,3,5,7-T etraazatricyclo[3.3.1.13,7]decane",100-97-0,dekalb-tn,SMITHVILLE,FEDERAL-MOGUL FRICTION PRODUCTS,0,3
Phenol,108-95-2,dekalb-tn,SMITHVILLE,FEDERAL-MOGUL FRICTION PRODUCTS,0,3
"Sulfuric acid, barium salt (1:1)",7727-43-7,dekalb-tn,SMITHVILLE,FEDERAL-MOGUL FRICTION PRODUCTS,0,3
"1,3,5,7-T etraazatricyclo[3.3.1.13,7]decane",100-97-0,caddo-la,SHREVEPORT,UOP-SHREVEPORT PLANT,1,21
Calcium hydroxide (Ca(OH)2),1305-62-0,caddo-la,SHREVEPORT,US LIME CO - SHREVEPORT,1,21
Molybdenum oxide (MoO3),1313-27-5,caddo-la,SHREVEPORT,UOP-SHREVEPORT PLANT,1,21
Nickel oxide (NiO),1313-99-1,caddo-la,SHREVEPORT,UOP-SHREVEPORT PLANT,1,21
Tungsten oxide (WO3),1314-35-8,caddo-la,SHREVEPORT,UOP-SHREVEPORT PLANT,1,21
Aluminum oxide (Al2O3),1344-28-1,caddo-la,SHREVEPORT,UOP-SHREVEPORT PLANT,1,21
"Residual oils (petroleum), solvent deasphalted",64741-95-3,caddo-la,SHREVEPORT,CALUMET LUBRICANTS & WAXES LLC,1,21
"Paraffin waxes (petroleum), hydrotreated",64742-51-4,caddo-la,SHREVEPORT,CALUMET LUBRICANTS & WAXES LLC,1,21
"Distillates (petroleum), hydrotreated heavy paraffinic",64742-54-7,caddo-la,SHREVEPORT,CALUMET LUBRICANTS & WAXES LLC,1,21
"Distillates (petroleum), solvent-dewaxed heavy paraffinic",64742-65-0,caddo-la,SHREVEPORT,CALUMET LUBRICANTS & WAXES LLC,1,21
"Paraffin oils (petroleum), catalytic dewaxed light",64742-71-8,caddo-la,SHREVEPORT,CALUMET LUBRICANTS & WAXES LLC,1,21
"Gases (petroleum), C3-4",68131-75-9,caddo-la,SHREVEPORT,CALUMET LUBRICANTS & WAXES LLC,1,21
"Fuels, diesel",68334-30-5,caddo-la,SHREVEPORT,CALUMET LUBRICANTS & WAXES LLC,1,21
Silica,7631-86-9,caddo-la,SHREVEPORT,UOP-SHREVEPORT PLANT,1,21
"Sulfurous acid, sodium salt (1:1)",7631-90-5,caddo-la,SHREVEPORT,CHEMTRADE REFINERY SERCIVES INC,1,21
"Stannane, tetrachloro-",7646-78-8,caddo-la,SHREVEPORT,UOP-SHREVEPORT PLANT,1,21
Ammonia,7664-41-7,caddo-la,SHREVEPORT,UOP-SHREVEPORT PLANT,1,21
Sulfuric acid,7664-93-9,caddo-la,SHREVEPORT,CHEMTRADE REFINERY SERCIVES INC,1,21
Kerosine (petroleum),8008-20-6,caddo-la,SHREVEPORT,CALUMET LUBRICANTS & WAXES LLC,1,21
Asphalt,8052-42-4,caddo-la,SHREVEPORT,CALUMET LUBRICANTS & WAXES LLC,1,21
Gasoline,86290-81-5,caddo-la,SHREVEPORT,CALUMET LUBRICANTS & WAXES LLC,1,21
"1,3,5,7-T etraazatricyclo[3.3.1.13,7]decane",100-97-0,union-nj,Linden,Brook Warehousing Systems,0,88
"2-Propenoic acid, 2-ethylhexyl ester",103-11-7,union-nj,LINDEN,LINDEN BULK TRANSPORTATION CO,0,88
"1,2-Ethanediamine",107-15-3,union-nj,LINDEN,LINDEN BULK TRANSPORTATION CO,0,88
